step,t_us,crack_tip_x_mm,n_crack_tips,crack_vel_mms,crack_vel_frac_cR,branched
34780,25.7517,18.794659,1,1376673.89,1.4966,0
34800,25.7666,18.794659,1,0.00,0.0000,0
34820,25.7814,18.815045,1,1376673.89,1.4966,0
34840,25.7962,18.817384,1,157936.83,0.1717,0
34860,25.8110,18.835431,1,1218737.07,1.3249,0
34880,25.8258,18.837770,1,157936.83,0.1717,0
34900,25.8406,18.858156,1,1376673.89,1.4966,0
34920,25.8554,18.860495,1,157936.83,0.1717,0
34940,25.8702,18.878543,1,1218738.85,1.3249,0
34960,25.8850,18.880881,1,157935.04,0.1717,0
34980,25.8998,18.901268,1,1376676.78,1.4966,0
35000,25.9146,18.903606,1,157933.94,0.1717,0
35020,25.9295,18.921654,1,1218741.92,1.3249,0
35040,25.9443,18.923993,1,157933.56,0.1717,0
35060,25.9591,18.942040,1,1218739.76,1.3249,0
35080,25.9739,18.944379,1,157934.07,0.1717,0
35100,25.9887,18.946718,1,157935.56,0.1717,0
35120,26.0035,18.967104,1,1376673.64,1.4966,0
35140,26.0183,18.969443,1,157936.82,0.1717,0
35160,26.0331,18.987490,1,1218737.08,1.3249,0
35180,26.0479,18.989829,1,157936.82,0.1717,0
35200,26.0627,19.010215,1,1376673.91,1.4966,0
35220,26.0775,19.012554,1,157936.81,0.1717,0
35240,26.0923,19.030602,1,1218737.09,1.3249,0
35260,26.1072,19.032941,1,157936.80,0.1717,0
35280,26.1220,19.050988,1,1218737.06,1.3249,0
35300,26.1368,19.053327,1,157936.83,0.1717,0
35320,26.1516,19.055666,1,157936.82,0.1717,0
35340,26.1664,19.076052,1,1376673.89,1.4966,0
35360,26.1812,19.094099,1,1218737.07,1.3249,0
35380,26.1960,19.096438,1,157936.83,0.1717,0
35400,26.2108,19.098777,1,157936.83,0.1717,0
35420,26.2256,19.119163,1,1376673.89,1.4966,0
35440,26.2404,19.119163,1,0.00,0.0000,0
35460,26.2552,19.137211,1,1218737.07,1.3249,0
35480,26.2700,19.141888,1,315873.65,0.3434,0
35500,26.2849,19.141888,1,0.00,0.0000,0
35520,26.2997,19.162275,1,1376673.89,1.4966,0
35540,26.3145,19.164613,1,157936.83,0.1717,0
35560,26.3293,19.182661,1,1218737.07,1.3249,0
35580,26.3441,19.185000,1,157936.83,0.1717,0
35600,26.3589,19.205386,1,1376673.89,1.4966,0
35620,26.3737,19.207725,1,157936.83,0.1717,0
35640,26.3885,19.225772,1,1218737.07,1.3249,0
35660,26.4033,19.228111,1,157936.83,0.1717,0
35680,26.4181,19.246159,1,1218737.07,1.3249,0
35700,26.4329,19.250836,1,315873.65,0.3434,0
35720,26.4477,19.268884,1,1218737.07,1.3249,0
35740,26.4626,19.271222,1,157936.83,0.1717,0
35760,26.4774,19.289270,1,1218737.07,1.3249,0
35780,26.4922,19.293948,1,315873.65,0.3434,0
35800,26.5070,19.311995,1,1218737.07,1.3249,0
35820,26.5218,19.314334,1,157936.83,0.1717,0
35840,26.5366,19.316673,1,157936.83,0.1717,0
35860,26.5514,19.337059,1,1376673.89,1.4966,0
35880,26.5662,19.339398,1,157936.83,0.1717,0
35900,26.5810,19.357445,1,1218737.07,1.3249,0
35920,26.5958,19.377831,1,1376673.89,1.4966,0
35940,26.6106,19.380170,1,157936.83,0.1717,0
35960,26.6254,19.398218,1,1218737.07,1.3249,0
35980,26.6403,19.402895,1,315873.65,0.3434,0
36000,26.6551,19.402895,1,0.00,0.0000,0
36020,26.6699,19.423282,1,1376673.89,1.4966,0
36040,26.6847,19.423282,1,0.00,0.0000,0
36060,26.6995,19.443668,1,1376673.89,1.4966,0
36080,26.7143,19.446007,1,157936.83,0.1717,0
36100,26.7291,19.464054,1,1218737.07,1.3249,0
36120,26.7439,19.466393,1,157936.83,0.1717,0
36140,26.7587,19.468732,1,157936.83,0.1717,0
36160,26.7735,19.486779,1,1218737.07,1.3249,0
36180,26.7883,19.489118,1,157936.83,0.1717,0
36200,26.8031,19.507166,1,1218737.07,1.3249,0
36220,26.8180,19.511843,1,315873.65,0.3434,0
36240,26.8328,19.511843,1,0.00,0.0000,0
36260,26.8476,19.532229,1,1376673.89,1.4966,0
36280,26.8624,19.534568,1,157936.83,0.1717,0
36300,26.8772,19.552616,1,1218737.07,1.3249,0
36320,26.8920,19.573002,1,1376673.89,1.4966,0
36340,26.9068,19.575341,1,157936.83,0.1717,0
36360,26.9216,19.577680,1,157936.83,0.1717,0
36380,26.9364,19.595727,1,1218737.07,1.3249,0
36400,26.9512,19.598066,1,157936.83,0.1717,0
36420,26.9660,19.616113,1,1218737.07,1.3249,0
36440,26.9808,19.618452,1,157936.83,0.1717,0
36460,26.9957,19.620791,1,157936.83,0.1717,0
36480,27.0105,19.638838,1,1218737.07,1.3249,0
36500,27.0253,19.659225,1,1376673.89,1.4966,0
36520,27.0401,19.661564,1,157936.83,0.1717,0
36540,27.0549,19.663902,1,157936.83,0.1717,0
36560,27.0697,19.684289,1,1376673.89,1.4966,0
36580,27.0845,19.686627,1,157936.83,0.1717,0
36600,27.0993,19.704675,1,1218737.07,1.3249,0
36620,27.1141,19.707014,1,157936.83,0.1717,0
36640,27.1289,19.725061,1,1218737.07,1.3249,0
36660,27.1437,19.727400,1,157936.83,0.1717,0
36680,27.1585,19.729739,1,157936.83,0.1717,0
36700,27.1734,19.747786,1,1218737.07,1.3249,0
36720,27.1882,19.750125,1,157936.83,0.1717,0
36740,27.2030,19.770511,1,1376673.89,1.4966,0
36760,27.2178,19.772850,1,157936.83,0.1717,0
36780,27.2326,19.793236,1,1376673.89,1.4966,0
36800,27.2474,19.795575,1,157936.83,0.1717,0
36820,27.2622,19.813623,1,1218737.07,1.3249,0
36840,27.2770,19.815962,1,157936.83,0.1717,0
36860,27.2918,19.815962,1,0.00,0.0000,0
36880,27.3066,19.836348,1,1376673.89,1.4966,0
36900,27.3214,19.838687,1,157936.83,0.1717,0
36920,27.3362,19.856734,1,1218737.07,1.3249,0
36940,27.3511,19.859073,1,157936.83,0.1717,0
36960,27.3659,19.877120,1,1218737.07,1.3249,0
36980,27.3807,19.881798,1,315873.65,0.3434,0
37000,27.3955,19.881798,1,0.00,0.0000,0
37020,27.4103,19.902184,1,1376673.89,1.4966,0
37040,27.4251,19.920232,1,1218737.07,1.3249,0
37060,27.4399,19.922571,1,157936.83,0.1717,0
37080,27.4547,19.924909,1,157936.83,0.1717,0
37100,27.4695,19.945296,1,1376673.89,1.4966,0
37120,27.4843,19.945296,1,0.00,0.0000,0
37140,27.4991,19.963343,1,1218737.07,1.3249,0
37160,27.5139,19.968021,1,315873.65,0.3434,0
37180,27.5288,19.986068,1,1218737.07,1.3249,0
37200,27.5436,19.988407,1,157936.83,0.1717,0
37220,27.5584,20.008793,1,1376673.89,1.4966,0
37240,27.5732,20.011132,1,157936.83,0.1717,0
37260,27.5880,20.031518,1,1376673.89,1.4966,0
37280,27.6028,20.033857,1,157936.83,0.1717,0
37300,27.6176,20.051905,1,1218737.07,1.3249,0
37320,27.6324,20.054243,1,157936.83,0.1717,0
37340,27.6472,20.054243,1,0.00,0.0000,0
37360,27.6620,20.074630,1,1376673.89,1.4966,0
37380,27.6768,20.076969,1,157936.83,0.1717,0
37400,27.6916,20.097355,1,1376673.89,1.4966,0
37420,27.7065,20.097355,1,0.00,0.0000,0
37440,27.7213,20.117741,1,1376673.89,1.4966,0
37460,27.7361,20.120080,1,157936.83,0.1717,0
37480,27.7509,20.120080,1,0.00,0.0000,0
37500,27.7657,20.142805,1,1534610.72,1.6682,0
37520,27.7805,20.160853,1,1218737.07,1.3249,0
37540,27.7953,20.163191,1,157936.83,0.1717,0
37560,27.8101,20.163191,1,0.00,0.0000,0
37580,27.8249,20.183578,1,1376673.89,1.4966,0
37600,27.8397,20.185916,1,157936.83,0.1717,0
37620,27.8545,20.203964,1,1218737.07,1.3249,0
37640,27.8693,20.206303,1,157936.83,0.1717,0
37660,27.8842,20.208632,1,157314.21,0.1710,0
37680,27.8990,20.226689,1,1219359.68,1.3255,0
37700,27.9138,20.229025,1,157766.92,0.1715,0
37720,27.9286,20.249414,1,1376822.72,1.4967,0
37740,27.9434,20.249414,1,0.00,0.0000,0
37760,27.9582,20.269800,1,1376688.88,1.4966,0
37780,27.9730,20.272139,1,157910.56,0.1717,0
37800,27.9878,20.272139,1,0.00,0.0000,0
37820,28.0026,20.292525,1,1376702.87,1.4966,0
37840,28.0174,20.312912,1,1376676.12,1.4966,0
37860,28.0322,20.315250,1,157935.08,0.1717,0
37880,28.0470,20.315250,1,0.00,0.0000,0
37900,28.0619,20.333298,1,1218739.62,1.3249,0
37920,28.0767,20.337976,1,315873.50,0.3434,0
37940,28.0915,20.337976,1,0.00,0.0000,0
37960,28.1063,20.358362,1,1376674.29,1.4966,0
37980,28.1211,20.360701,1,157936.82,0.1717,0
38000,28.1359,20.378748,1,1218737.15,1.3249,0
38020,28.1507,20.399134,1,1376673.90,1.4966,0
38040,28.1655,20.401473,1,157936.83,0.1717,0
38060,28.1803,20.403812,1,157936.83,0.1717,0
38080,28.1951,20.421860,1,1218737.07,1.3249,0
38100,28.2099,20.424198,1,157936.83,0.1717,0
38120,28.2247,20.424198,1,0.00,0.0000,0
38140,28.2396,20.446923,1,1534610.72,1.6682,0
38160,28.2544,20.446923,1,0.00,0.0000,0
38180,28.2692,20.467310,1,1376673.89,1.4966,0
38200,28.2840,20.467310,1,0.00,0.0000,0
38220,28.2988,20.487696,1,1376673.89,1.4966,0
38240,28.3136,20.490035,1,157936.83,0.1717,0
38260,28.3284,20.508082,1,1218737.07,1.3249,0
38280,28.3432,20.510421,1,157936.83,0.1717,0
38300,28.3580,20.528469,1,1218737.07,1.3249,0
38320,28.3728,20.530807,1,157936.83,0.1717,0
38340,28.3876,20.533146,1,157936.83,0.1717,0
38360,28.4024,20.551194,1,1218737.07,1.3249,0
38380,28.4173,20.555871,1,315873.65,0.3434,0
38400,28.4321,20.573919,1,1218737.07,1.3249,0
38420,28.4469,20.576257,1,157936.83,0.1717,0
38440,28.4617,20.576257,1,0.00,0.0000,0
38460,28.4765,20.596644,1,1376673.89,1.4966,0
38480,28.4913,20.598986,1,158146.09,0.1719,0
38500,28.5061,20.617030,1,1218527.80,1.3246,0
38520,28.5209,20.619370,1,157988.40,0.1717,0
38540,28.5357,20.642094,1,1534559.14,1.6682,0
38560,28.5505,20.642094,1,0.00,0.0000,0
38580,28.5653,20.662480,1,1376673.89,1.4966,0
38600,28.5801,20.662480,1,0.00,0.0000,0
38620,28.5950,20.664820,1,157987.98,0.1717,0
38640,28.6098,20.682867,1,1218685.92,1.3248,0
38660,28.6246,20.685205,1,157936.83,0.1717,0
38680,28.6394,20.705592,1,1376673.89,1.4966,0
38700,28.6542,20.707930,1,157936.83,0.1717,0
38720,28.6690,20.723639,1,1060800.24,1.1532,0
38740,28.6838,20.728317,1,315873.65,0.3434,0
38760,28.6986,20.728317,1,0.00,0.0000,0
38780,28.7134,20.748703,1,1376673.89,1.4966,0
38800,28.7282,20.751042,1,157936.83,0.1717,0
38820,28.7430,20.769089,1,1218737.07,1.3249,0
38840,28.7578,20.771428,1,157936.83,0.1717,0
38860,28.7727,20.789476,1,1218737.07,1.3249,0
38880,28.7875,20.794153,1,315873.65,0.3434,0
38900,28.8023,20.812201,1,1218737.07,1.3249,0
38920,28.8171,20.814539,1,157936.83,0.1717,0
38940,28.8319,20.832587,1,1218737.07,1.3249,0
38960,28.8467,20.837264,1,315873.65,0.3434,0
38980,28.8615,20.837264,1,0.00,0.0000,0
39000,28.8763,20.857651,1,1376673.89,1.4966,0
39020,28.8911,20.859990,1,157936.83,0.1717,0
39040,28.9059,20.880376,1,1376673.89,1.4966,0
39060,28.9207,20.880376,1,0.00,0.0000,0
39080,28.9355,20.898423,1,1218737.07,1.3249,0
39100,28.9504,20.900762,1,157936.83,0.1717,0
39120,28.9652,20.903101,1,157936.83,0.1717,0
39140,28.9800,20.925826,1,1534610.72,1.6682,0
39160,28.9948,20.925826,1,0.00,0.0000,0
39180,29.0096,20.943874,1,1218737.07,1.3249,0
39200,29.0244,20.946212,1,157936.83,0.1717,0
39220,29.0392,20.964260,1,1218737.07,1.3249,0
39240,29.0540,20.966599,1,157936.83,0.1717,0
39260,29.0688,20.989324,1,1534610.72,1.6682,0
39280,29.0836,20.991662,1,157936.83,0.1717,0
