step,t_us,crack_tip_x_mm,n_crack_tips,crack_vel_mms,crack_vel_frac_cR,branched
10760,18.3585,16.101068,1,5505.27,0.0060,0
10780,18.3926,16.114408,1,390914.19,0.4250,0
10800,18.4267,16.152728,1,1122982.12,1.2208,0
10820,18.4609,16.164369,1,341153.73,0.3709,0
10840,18.4950,16.176011,1,341153.73,0.3709,0
10860,18.5291,16.224274,1,1414375.39,1.5375,0
10880,18.5632,16.225972,1,49760.46,0.0541,0
10900,18.5973,16.237614,1,341153.73,0.3709,0
10920,18.6315,16.277632,1,1172742.58,1.2749,0
10940,18.6656,16.299217,1,632547.00,0.6876,0
10960,18.6997,16.312556,1,390914.19,0.4250,0
10980,18.7338,16.337537,1,732067.93,0.7958,0
11000,18.7680,16.375857,1,1122982.12,1.2208,0
11020,18.8021,16.389196,1,390914.19,0.4250,0
11040,18.8362,16.400838,1,341153.73,0.3709,0
11060,18.8703,16.424120,1,682307.46,0.7417,0
11080,18.9045,16.435762,1,341153.73,0.3709,0
11100,18.9386,16.475780,1,1172742.58,1.2749,0
11120,18.9727,16.502459,1,781828.39,0.8499,0
11140,19.0068,16.514100,1,341153.73,0.3709,0
11160,19.0410,16.525742,1,341153.73,0.3709,0
11180,19.0751,16.539081,1,390914.19,0.4250,0
11200,19.1092,16.552420,1,390914.19,0.4250,0
11220,19.1433,16.600684,1,1414375.39,1.5375,0
11240,19.1774,16.625665,1,732067.93,0.7958,0
11260,19.2116,16.648947,1,682307.46,0.7417,0
11280,19.2457,16.652343,1,99520.93,0.1082,0
11300,19.2798,16.688966,1,1073221.66,1.1667,0
11320,19.3139,16.700607,1,341153.73,0.3709,0
11340,19.3481,16.725588,1,732067.93,0.7958,0
11360,19.3822,16.762210,1,1073221.66,1.1667,0
11380,19.4163,16.775549,1,390914.19,0.4250,0
11400,19.4504,16.790587,1,440674.66,0.4790,0
11420,19.4846,16.813869,1,682307.46,0.7417,0
11440,19.5187,16.827209,1,390914.19,0.4250,0
11460,19.5528,16.852190,1,732067.93,0.7958,0
11480,19.5869,16.877170,1,732067.93,0.7958,0
11500,19.6211,16.910397,1,973700.73,1.0585,0
11520,19.6552,16.925434,1,440674.66,0.4790,0
11540,19.6893,16.952113,1,781828.39,0.8499,0
11560,19.7234,16.965452,1,390914.19,0.4250,0
11580,19.7575,16.977093,1,341153.73,0.3709,0
11600,19.7917,17.013716,1,1073221.66,1.1667,0
11620,19.8258,17.027055,1,390914.19,0.4250,0
11640,19.8599,17.063677,1,1073221.66,1.1667,0
11660,19.8940,17.077017,1,390914.19,0.4250,0
11680,19.9282,17.090356,1,390914.19,0.4250,0
11700,19.9623,17.126978,1,1073221.66,1.1667,0
11720,19.9964,17.148563,1,632547.00,0.6876,0
11740,20.0305,17.165298,1,490435.12,0.5331,0
11760,20.0647,17.190279,1,732067.93,0.7958,0
11780,20.0988,17.213562,1,682307.46,0.7417,0
11800,20.1329,17.263523,1,1464135.85,1.5916,0
11820,20.1670,17.276863,1,390914.19,0.4250,0
11840,20.2012,17.300145,1,682307.46,0.7417,0
11860,20.2353,17.326824,1,781828.39,0.8499,0
11880,20.2694,17.426747,1,2928271.71,3.1833,0
11900,20.3035,17.550379,1,3623066.99,3.9386,0
11920,20.3376,17.553405,1,88679.05,0.0964,0
11940,20.3718,17.559412,1,176013.82,0.1913,0
11960,20.4059,17.559412,1,0.00,0.0000,0
11980,20.4400,17.559412,1,0.00,0.0000,0
12000,20.4741,17.568307,1,260680.40,0.2834,0
12020,20.5083,17.568307,1,0.00,0.0000,0
12040,20.5424,17.568307,1,0.00,0.0000,0
12060,20.5765,17.568307,1,0.00,0.0000,0
12080,20.6106,17.568307,1,0.00,0.0000,0
12100,20.6448,17.568307,1,0.00,0.0000,0
12120,20.6789,17.568307,1,0.00,0.0000,0
12140,20.7130,17.568307,1,0.00,0.0000,0
12160,20.7471,17.568307,1,0.00,0.0000,0
12180,20.7813,17.568307,1,0.00,0.0000,0
12200,20.8154,17.568307,1,0.00,0.0000,0
12220,20.8495,17.568307,1,0.00,0.0000,0
12240,20.8836,17.568307,1,0.00,0.0000,0
12260,20.9177,17.969230,1,11749159.69,12.7723,0
12280,20.9519,18.003079,1,991961.50,1.0783,0
12300,20.9860,18.014644,1,338915.06,0.3684,0
12320,21.0201,18.039625,1,732067.93,0.7958,0
12340,21.0542,18.052965,1,390914.19,0.4250,0
12360,21.0884,18.076247,1,682300.61,0.7417,0
12380,21.1225,18.091285,1,440681.51,0.4791,0
12400,21.1566,18.114568,1,682307.46,0.7417,0
12420,21.1907,18.139548,1,732067.93,0.7958,0
12440,21.2249,18.152888,1,390914.19,0.4250,0
12460,21.2590,18.177868,1,732067.93,0.7958,0
12480,21.2931,18.202849,1,732067.93,0.7958,0
12500,21.3272,18.226132,1,682307.46,0.7417,0
12520,21.3614,18.227830,1,49760.46,0.0541,0
12540,21.3955,18.264452,1,1073221.66,1.1667,0
12560,21.4296,18.276094,1,341153.73,0.3709,0
12580,21.4637,18.314414,1,1122982.12,1.2208,0
12600,21.4978,18.316112,1,49760.46,0.0541,0
12620,21.5320,18.364375,1,1414375.39,1.5375,0
12640,21.5661,18.366073,1,49760.46,0.0541,0
12660,21.6002,18.377715,1,341153.73,0.3709,0
12680,21.6343,18.402695,1,732067.93,0.7958,0
12700,21.6685,18.404393,1,49760.46,0.0541,0
12720,21.7026,18.452657,1,1414375.39,1.5375,0
12740,21.7367,18.465996,1,390914.19,0.4250,0
12760,21.7708,18.477638,1,341153.73,0.3709,0
12780,21.8050,18.502619,1,732067.93,0.7958,0
12800,21.8391,18.527599,1,732067.93,0.7958,0
12820,21.8732,18.552580,1,732067.93,0.7958,0
12840,21.9073,18.577561,1,732067.93,0.7958,0
12860,21.9415,18.589202,1,341153.73,0.3709,0
12880,21.9756,18.605938,1,490435.12,0.5331,0
12900,22.0097,18.629220,1,682307.46,0.7417,0
12920,22.0438,18.642560,1,390914.19,0.4250,0
12940,22.0779,18.680880,1,1122982.12,1.2208,0
12960,22.1121,18.692521,1,341153.73,0.3709,0
12980,22.1462,18.729143,1,1073221.66,1.1667,0
13000,22.1803,18.742483,1,390914.19,0.4250,0
13020,22.2144,18.755822,1,390914.19,0.4250,0
13040,22.2486,18.782501,1,781828.39,0.8499,0
13060,22.2827,18.797294,1,433505.15,0.4713,0
13080,22.3168,18.810633,1,390914.19,0.4250,0
13100,22.3509,18.829067,1,540195.58,0.5872,0
13120,22.3851,18.842406,1,390914.19,0.4250,0
13140,22.4192,18.885575,1,1265094.00,1.3753,0
13160,22.4533,18.894065,1,248802.32,0.2705,0
13180,22.4874,18.925594,1,923940.27,1.0044,0
13200,22.5216,18.935537,1,291393.27,0.3168,0
13220,22.5557,18.975555,1,1172742.58,1.2749,0
13240,22.5898,18.988895,1,390914.19,0.4250,0
13260,22.6239,19.023819,1,1023461.20,1.1126,0
13280,22.6581,19.035460,1,341153.73,0.3709,0
13300,22.6922,19.047101,1,341153.73,0.3709,0
13320,22.7263,19.060441,1,390914.19,0.4250,0
13340,22.7604,19.085422,1,732067.93,0.7958,0
13360,22.7945,19.122044,1,1073221.66,1.1667,0
13380,22.8287,19.135383,1,390914.19,0.4250,0
13400,22.8628,19.148723,1,390914.19,0.4250,0
13420,22.8969,19.160364,1,341153.73,0.3709,0
13440,22.9310,19.183647,1,682307.46,0.7417,0
13460,22.9652,19.233608,1,1464135.85,1.5916,0
13480,22.9993,19.235306,1,49760.46,0.0541,0
13500,23.0334,19.271928,1,1073221.66,1.1667,0
13520,23.0675,19.295211,1,682307.46,0.7417,0
13540,23.1017,19.308551,1,390914.19,0.4250,0
13560,23.1358,19.321890,1,390914.19,0.4250,0
13580,23.1699,19.333531,1,341153.73,0.3709,0
13600,23.2040,19.358512,1,732067.93,0.7958,0
13620,23.2382,19.381795,1,682307.46,0.7417,0
13640,23.2723,19.395134,1,390914.19,0.4250,0
13660,23.3064,19.420115,1,732067.93,0.7958,0
13680,23.3405,19.445096,1,732067.93,0.7958,0
13700,23.3746,19.456737,1,341153.73,0.3709,0
13720,23.4088,19.470077,1,390914.19,0.4250,0
13740,23.4429,19.493359,1,682307.46,0.7417,0
13760,23.4770,19.520038,1,781828.39,0.8499,0
13780,23.5111,19.533378,1,390914.19,0.4250,0
13800,23.5453,19.556660,1,682307.46,0.7417,0
13820,23.5794,19.606622,1,1464135.85,1.5916,0
13840,23.6135,19.608320,1,49760.46,0.0541,0
13860,23.6476,19.619961,1,341153.73,0.3709,0
13880,23.6818,19.633301,1,390914.19,0.4250,0
13900,23.7159,19.681564,1,1414375.39,1.5375,0
13920,23.7500,19.694904,1,390914.19,0.4250,0
