step,t_s,elastic,kinetic,fracture,total
0,0.0,28.5034325912183,1.1825455824669117e-14,0.011599181345318458,28.515031772563628
20,7.894577839275823e-08,28.48116647896954,0.007226868086260702,0.025020291677713392,28.513413638733514
40,1.5789155678551646e-07,28.445315179216717,0.019752222709066895,0.04850270384863582,28.51357010577442
60,2.3683733517827467e-07,28.40746113088545,0.03515063523563667,0.07263420487410913,28.5152459709952
80,3.1578311357103293e-07,28.374678148953898,0.049760925700721936,0.09222412041449955,28.516663195069118
100,3.9472889196379113e-07,28.347070059765976,0.06255519083175977,0.10774549306345402,28.51737074366119
120,4.7367467035654934e-07,28.317644963813997,0.07497260206962111,0.12524865078423902,28.51786621666786
140,5.526204487493075e-07,28.28778742452627,0.08758043650220335,0.142984215174063,28.51835207620254
160,6.315662271420659e-07,28.259754178609068,0.10057081328544493,0.15835494406282857,28.51867993595734
180,7.105120055348241e-07,28.229039167961922,0.11374958763048097,0.17639841349367646,28.519187169086077
200,7.894577839275823e-07,28.197592286360134,0.1271794448658048,0.19487348810427083,28.51964521933021
220,8.684035623203405e-07,28.16835127183701,0.14071125553417155,0.21115270297043987,28.520215230341623
240,9.473493407130987e-07,28.13582953596297,0.1545173841984785,0.23052675557789326,28.52087367573934
260,1.0262951191058569e-06,28.103223493274186,0.16836669041447122,0.25009800063699833,28.521688184325658
280,1.105240897498615e-06,28.072746349367677,0.18244677312307095,0.2670585361430822,28.52225165863383
300,1.1841866758913733e-06,28.039208878210264,0.1968084338314518,0.2873453830531923,28.52336269509491
320,1.2631324542841317e-06,28.004827199824074,0.21171968426101737,0.30777156273955353,28.524318446824644
340,1.34207823267689e-06,27.97312716297519,0.22576489855107937,0.3258914335820745,28.524783495108345
360,1.4210240110696481e-06,27.938045756544536,0.2412309834076631,0.3468626282406556,28.526139368192855
380,1.4999697894624063e-06,27.902822008675734,0.2563203071589378,0.36805847678283743,28.52720079261751
400,1.5789155678551645e-06,27.869801849695683,0.27166065337273,0.38666442263193185,28.528126925700345
420,1.6578613462479227e-06,27.83313839438435,0.2873492194543607,0.4088448531376973,28.529332466976406
440,1.736807124640681e-06,27.79659401524041,0.3027029016682507,0.43135436321900583,28.530651280127667
460,1.8157529030334392e-06,27.762510321064646,0.31869263358831695,0.45068195210413775,28.5318849067571
480,1.8946986814261974e-06,27.72418728232561,0.33544563809866407,0.47333667691667985,28.532969597340955
500,1.9736444598189556e-06,27.685919138973706,0.35219231068974455,0.4958612048015215,28.53397265446497
520,2.0525902382117138e-06,27.650380028821004,0.3690740612926458,0.5155141623938299,28.534968252507483
540,2.131536016604472e-06,27.611302842751076,0.38688268233884054,0.5381899531309764,28.536375478220894
560,2.21048179499723e-06,27.572405730373383,0.4035945775557885,0.5615174298501217,28.537517737779293
580,2.2894275733899884e-06,27.5359305354676,0.4207093864925542,0.5819402950760673,28.53858021703622
600,2.3683733517827466e-06,27.49619811624202,0.438423542884596,0.6055292162007049,28.54015087532732
620,2.447319130175505e-06,27.455682801092692,0.45648317881405565,0.6293324323935657,28.541498412300314
640,2.5262649085682634e-06,27.4183931500748,0.47455938275010473,0.6494973252814591,28.542449858106362
660,2.6052106869610216e-06,27.378060162905207,0.4924485810626069,0.673331498430553,28.543840242398367
680,2.68415646535378e-06,27.336982097050836,0.5110879119345175,0.6973569414008045,28.545426950386158
700,2.763102243746538e-06,27.298808182420817,0.5296842735794519,0.7179658830211408,28.54645833902141
720,2.8420480221392962e-06,27.256537845017455,0.5485435049005971,0.7428051755324332,28.547886525450483
740,2.9209938005320545e-06,27.213179515125887,0.5679748152337581,0.7685575780550835,28.54971190841473
760,2.9999395789248127e-06,27.17415960745001,0.5873271013128823,0.7898975284451065,28.551384237208
780,3.078885357317571e-06,27.130697226568692,0.606904801901222,0.8154686089382968,28.55307063740821
800,3.157831135710329e-06,27.086911041020116,0.626531553119347,0.8410781212390539,28.554520715378516
820,3.2367769141030873e-06,27.04563686019295,0.6466525452016414,0.8634456569411587,28.55573506233575
840,3.3157226924958455e-06,27.00141395542311,0.6675051774839134,0.8886549353284373,28.55757406823546
860,3.3946684708886037e-06,26.95650684388471,0.6872466270563435,0.915552418335121,28.559305889276175
880,3.473614249281362e-06,26.914719719421555,0.7079487986298824,0.938166772499839,28.560835290551275
900,3.55256002767412e-06,26.868977880616804,0.7290878456729579,0.9649047904839873,28.56297051677375
920,3.6315058060668783e-06,26.82275771339223,0.749676943375822,0.9920844040751633,28.564519060843217
940,3.7104515844596365e-06,26.7798880102656,0.7709620183019446,1.015247648285433,28.566097676852976
960,3.7893973628523947e-06,26.733082264808672,0.792407001321564,1.0427674855845326,28.56825675171477
980,3.868343141245153e-06,26.686583596883725,0.81388011016539,1.069916299891649,28.570380006940763
1000,3.947288919637911e-06,26.64321541066347,0.8349831543691375,1.0939280375564373,28.572126602589044
1020,4.026234698030669e-06,26.594004084736646,0.8576379834690059,1.1227354945524086,28.57437756275806
1040,4.1051804764234275e-06,26.54680451815332,0.8792834659297107,1.1504881951311332,28.57657617921416
1060,4.184126254816186e-06,26.50295117918232,0.9003984497301332,1.1747187906161276,28.578068419528577
1080,4.263072033208944e-06,26.45558659656146,0.9214471538749232,1.2031032032905107,28.580136953726893
1100,4.342017811601702e-06,26.40804042096788,0.9426062771921131,1.2320008311827442,28.582647529342736
