l0,step,sigma_ts,sigma_trial,strain,applied_disp,H,H_over_Hcrit,damage_mean,damage_max,degradation_mean,degraded_stress,reaction_force,driving_energy,fracture_surface_energy,fracture_gradient_energy,solver_iters,residual_norm,solver_converged,Gc_l0_over_pi,elapsed_s
0.08,25,3.0,5.080645161290323,0.0016935483870967744,0.0016935483870967744,0.004302159209157129,2.868106139438086,0.0010934607403636032,0.0010934608782945227,0.5891841711350082,2.9934357081859293,2.9934357081859293,0.0006336910269345214,0.00026090180189007,0.0,105,1.0632570142116481e-07,True,0.0030557749073643905,0.034015333018032834
0.08,26,3.0,5.283870967741936,0.0017612903225806453,0.0017612903225806453,0.00465321540062435,3.1021436004162335,0.0012003279448829583,0.0012003280999928886,0.5664019778056479,2.9927949665988756,2.9927949665988756,0.0006588976015173331,0.0002863852073385229,0.0,97,1.1043450798022981e-07,True,0.0030557749073643905,0.03160524999839254
0.08,27,3.0,5.487096774193549,0.0018290322580645161,0.0018290322580645161,0.005018038501560874,3.345359001040583,0.0013071921179521671,0.0013071924639481902,0.545310107553943,2.992169332094378,2.992169332094378,0.0006840967787489969,0.00031186516356031393,0.0,90,1.0993752171115859e-07,True,0.0030557749073643905,0.028781624976545572
0.08,28,3.0,5.690322580645162,0.0018967741935483873,0.0018967741935483873,0.005396628511966703,3.597752341311135,0.0014140961422820992,0.0014140963214059673,0.5257195923777553,2.9915140675947116,2.9915140675947116,0.0007092783353813269,0.00033735189380398965,0.0,83,1.0997124562075444e-07,True,0.0030557749073643905,0.02777404198423028
0.08,29,3.0,5.893548387096775,0.0019645161290322583,0.0019645161290322583,0.005788985431841834,3.8593236212278894,0.0015209822377581378,0.0015209826343481514,0.5074851585779055,2.9908883378123665,2.9908883378123665,0.0007344560474708596,0.0003628316220128894,0.0,76,1.08955504302549e-07,True,0.0030557749073643905,0.02431887498823926
0.08,30,3.0,6.096774193548388,0.0020322580645161293,0.0020322580645161293,0.006195109261186267,4.130072840790844,0.0016278942335538258,0.0016278946714856374,0.49046396775819123,2.9902480614934888,2.9902480614934888,0.0007596194672342333,0.00038831479597077465,0.0,68,1.1174720630557248e-07,True,0.0030557749073643905,0.02315295799053274
0.08,31,3.0,6.300000000000001,0.0021000000000000003,0.0021000000000000003,0.006615000000000002,4.410000000000001,0.0017348183357161445,0.0017348187850727075,0.47454082177135615,2.9896071771595443,2.9896071771595443,0.0007847718840043804,0.0004137981263436341,0.0,60,1.0551063674580367e-07,True,0.0030557749073643905,0.019229750003432855
0.12,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,0.0045836623610465855,0.0002554170205257833
0.12,1,3.0,0.20322580645161292,6.774193548387098e-05,6.774193548387098e-05,6.883454734651406e-06,0.004588969823100937,0.0,0.0,1.0,0.20322580645161292,0.20322580645161292,1.7208636836628515e-06,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00022870799875818193
0.12,2,3.0,0.40645161290322585,0.00013548387096774196,0.00013548387096774196,2.7533818938605625e-05,0.01835587929240375,0.0,0.0,1.0,0.40645161290322585,0.40645161290322585,6.883454734651406e-06,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00021845800802111626
0.12,3,3.0,0.6096774193548388,0.00020322580645161292,0.00020322580645161292,6.195109261186265e-05,0.04130072840790844,0.0,0.0,1.0,0.6096774193548388,0.6096774193548388,1.5487773152965663e-05,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00021537498105317354
0.12,4,3.0,0.8129032258064517,0.0002709677419354839,0.0002709677419354839,0.0001101352757544225,0.073423517169615,0.0,0.0,1.0,0.8129032258064517,0.8129032258064517,2.7533818938605625e-05,0.0,0.0,0,0.0,True,0.0045836623610465855,0.0002103750011883676
0.12,5,3.0,1.0161290322580645,0.00033870967741935485,0.00033870967741935485,0.0001720863683662851,0.11472424557752339,0.0,0.0,1.0,1.0161290322580645,1.0161290322580645,4.3021592091571275e-05,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00021487500634975731
0.12,6,3.0,1.2193548387096775,0.00040645161290322584,0.00040645161290322584,0.0002478043704474506,0.16520291363163375,0.0,0.0,1.0,1.2193548387096775,1.2193548387096775,6.195109261186265e-05,0.0,0.0,0,0.0,True,0.0045836623610465855,0.0002094999945256859
0.12,7,3.0,1.4225806451612906,0.00047419354838709683,0.00047419354838709683,0.00033728928199791894,0.22485952133194595,0.0,0.0,1.0,1.4225806451612906,1.4225806451612906,8.432232049947974e-05,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00020504198619164526
0.12,8,3.0,1.6258064516129034,0.0005419354838709678,0.0005419354838709678,0.00044054110301769,0.29369406867846,0.0,0.0,1.0,1.6258064516129034,1.6258064516129034,0.0001101352757544225,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00020045801647938788
0.12,9,3.0,1.8290322580645162,0.0006096774193548387,0.0006096774193548387,0.0005575598335067638,0.3717065556711759,0.0,0.0,1.0,1.8290322580645162,1.8290322580645162,0.00013938995837669096,0.0,0.0,0,0.0,True,0.0045836623610465855,0.0002014579949900508
0.12,10,3.0,2.032258064516129,0.0006774193548387097,0.0006774193548387097,0.0006883454734651404,0.45889698231009357,0.0,0.0,1.0,2.032258064516129,2.032258064516129,0.0001720863683662851,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00020024998229928315
0.12,11,3.0,2.2354838709677423,0.0007451612903225808,0.0007451612903225808,0.0008328980228928202,0.5552653485952135,0.0,0.0,1.0,2.2354838709677423,2.2354838709677423,0.00020822450572320506,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00020029101870022714
0.12,12,3.0,2.438709677419355,0.0008129032258064517,0.0008129032258064517,0.0009912174817898025,0.660811654526535,0.0,0.0,1.0,2.438709677419355,2.438709677419355,0.0002478043704474506,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00019916699966415763
0.12,13,3.0,2.641935483870968,0.0008806451612903227,0.0008806451612903227,0.0011633038501560875,0.7755359001040584,0.0,0.0,1.0,2.641935483870968,2.641935483870968,0.0002908259625390219,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00020395798492245376
0.12,14,3.0,2.845161290322581,0.0009483870967741937,0.0009483870967741937,0.0013491571279916758,0.8994380853277838,0.0,0.0,1.0,2.845161290322581,2.845161290322581,0.00033728928199791894,0.0,0.0,0,0.0,True,0.0045836623610465855,0.00019925000378862023
0.12,15,3.0,3.048387096774194,0.0010161290322580647,0.0010161290322580647,0.0015487773152965667,1.032518210197711,3.819277898273714e-05,3.819318769034784e-05,0.9840481392827115,2.999759650394073,2.999759650394073,0.00038101785882021496,6.07845348678689e-06,0.0,75,1.1150145572602611e-07,True,0.0045836623610465855,0.02586520800832659
0.12,16,3.0,3.2516129032258068,0.0010838709677419356,0.0010838709677419356,0.00176216441207076,1.17477627471384,0.00019856296928777607,0.00019856414366017084,0.922255818845305,2.9988189206324765,2.9988189206324765,0.00040629159569859357,3.1599140556068134e-05,0.0,30,1.0161735164896512e-07,True,0.0045836623610465855,0.010092250013258308
0.12,17,3.0,3.4548387096774196,0.0011516129032258064,0.0011516129032258064,0.0019893184183142564,1.326212278876171,0.00035897605675681713,0.0003589768409365444,0.8677269590555249,2.9978566875757005,2.9978566875757005,0.00043154630542924406,5.712255922836439e-05,0.0,35,1.011150316157611e-07,True,0.0045836623610465855,0.011499084008391947
0.12,18,3.0,3.6580645161290324,0.0012193548387096774,0.0012193548387096774,0.0022302393340270553,1.4868262226847035,0.0005194147060355248,0.0005194156908572311,0.8192569145419496,2.9968946486792607,2.9968946486792607,0.00045678474887127446,8.264594864387306e-05,0.0,39,1.0288117425138196e-07,True,0.0045836623610465855,0.012662624998483807
0.12,19,3.0,3.8612903225806456,0.0012870967741935486,0.0012870967741935486,0.0024849271592091576,1.6566181061394385,0.0006798999364057579,0.0006799005398782717,0.7758836441504524,2.9959120066067473,2.9959120066067473,0.00048200358493390817,0.00010817264989262067,0.0,40,9.947383720488083e-08,True,0.0045836623610465855,0.01304254200658761
0.12,20,3.0,4.064516129032258,0.0013548387096774194,0.0013548387096774194,0.0027533818938605616,1.8355879292403743,0.000840370106934663,0.0008403713202068785,0.7368576375585917,2.994969752657502,2.994969752657502,0.0005072126194016737,0.00013369285719084059,0.0,64,9.824578396814349e-08,True,0.0045836623610465855,0.021095500007504597
0.12,21,3.0,4.267741935483872,0.0014225806451612906,0.0014225806451612906,0.0030356035379812706,2.023735691987514,0.001000885009958732,0.0010008864910499772,0.7015439766610914,2.9940086487826583,2.9940086487826583,0.0005324023444004647,0.00015921607841392902,0.0,60,1.0922741907765471e-07,True,0.0045836623610465855,0.02078541601076722
0.12,22,3.0,4.4709677419354845,0.0014903225806451616,0.0014903225806451616,0.003331592091571281,2.221061394380854,0.0011614527688259652,0.0011614536602670468,0.6694354610782723,2.9930243517886637,2.9930243517886637,0.0005575714719864366,0.0001847436015029631,0.0,57,1.095307223994002e-07,True,0.0045836623610465855,0.018538375006755814
0.12,23,3.0,4.674193548387097,0.0015580645161290324,0.0015580645161290324,0.003641347554630594,2.427565036420396,0.0013220200723161272,0.0013220209378631284,0.6401239881617602,2.992063415633518,2.992063415633518,0.0005827284797383022,0.000210266948878731,0.0,55,9.687424221195463e-08,True,0.0045836623610465855,0.018746167013887316
0.12,24,3.0,4.87741935483871,0.0016258064516129034,0.0016258064516129034,0.00396486992715921,2.64324661810614,0.001482588553031691,0.0014825904019634979,0.6132590670986098,2.9911216433970904,2.9911216433970904,0.0006078731081742474,0.00023578638002766714,0.0,52,1.0557912426442055e-07,True,0.0045836623610465855,0.017860291001852602
0.12,25,3.0,5.080645161290323,0.0016935483870967744,0.0016935483870967744,0.004302159209157129,2.868106139438086,0.0016432086607979014,0.001643210554571395,0.588539205975422,2.9901588690686762,2.9901588690686762,0.0006329973412342965,0.00026130991100490757,0.0,50,1.0001372152913547e-07,True,0.0045836623610465855,0.01696679202723317
0.12,26,3.0,5.283870967741936,0.0017612903225806453,0.0017612903225806453,0.00465321540062435,3.1021436004162335,0.001803854224121384,0.0018038562172604852,0.565720934045495,2.989196419246841,2.989196419246841,0.0006581053406890223,0.00028683338004230097,0.0,48,9.766242699465025e-08,True,0.0045836623610465855,0.016442583000753075
0.12,27,3.0,5.487096774193549,0.0018290322580645161,0.0018290322580645161,0.005018038501560874,3.345359001040583,0.0019645252325406677,0.0019645273889355905,0.54459295993057,2.988234273683547,2.988234273683547,0.0006831971101526497,0.00031235678352561577,0.0,46,9.832399970514328e-08,True,0.0045836623610465855,0.01468254200881347
0.12,28,3.0,5.690322580645162,0.0018967741935483873,0.0018967741935483873,0.005396628511966703,3.597752341311135,0.0021252216397738893,0.00212522403862019,0.5249741814594391,2.9872724390143572,2.9872724390143572,0.0007082726589275976,0.00033788011215250455,0.0,44,1.0206339934789052e-07,True,0.0045836623610465855,0.014734000025782734
0.12,29,3.0,5.893548387096775,0.0019645161290322583,0.0019645161290322583,0.005788985431841834,3.8593236212278894,0.0022859433524629108,0.002285946096879495,0.5067084810776168,2.986310951383245,2.986310951383245,0.0007333320037872568,0.0003634033491497523,0.0,42,1.0923766116588209e-07,True,0.0045836623610465855,0.013959417003206909
0.12,30,3.0,6.096774193548388,0.0020322580645161293,0.0020322580645161293,0.006195109261186267,4.130072840790844,0.002446725279465359,0.0024467267896504195,0.4896569680197132,2.985327966313736,2.985327966313736,0.0007583696043458282,0.00038893203489898673,0.0,41,9.639563572975824e-08,True,0.0045836623610465855,0.013809166994178668
0.12,31,3.0,6.300000000000001,0.0021000000000000003,0.0021000000000000003,0.006615000000000002,4.410000000000001,0.00260750307241947,0.0026075049005544024,0.473708649970633,2.9843644948149883,2.9843644948149883,0.0007833956798889345,0.0004144559501225452,0.0,39,1.0884247068211946e-07,True,0.0045836623610465855,0.012739416997646913
0.18,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,0.006875493541569878,0.00025687500601634383
0.18,1,3.0,0.20322580645161292,6.774193548387098e-05,6.774193548387098e-05,6.883454734651406e-06,0.004588969823100937,0.0,0.0,1.0,0.20322580645161292,0.20322580645161292,1.7208636836628515e-06,0.0,0.0,0,0.0,True,0.006875493541569878,0.000375000003259629
0.18,2,3.0,0.40645161290322585,0.00013548387096774196,0.00013548387096774196,2.7533818938605625e-05,0.01835587929240375,0.0,0.0,1.0,0.40645161290322585,0.40645161290322585,6.883454734651406e-06,0.0,0.0,0,0.0,True,0.006875493541569878,0.0002094169904012233
0.18,3,3.0,0.6096774193548388,0.00020322580645161292,0.00020322580645161292,6.195109261186265e-05,0.04130072840790844,0.0,0.0,1.0,0.6096774193548388,0.6096774193548388,1.5487773152965663e-05,0.0,0.0,0,0.0,True,0.006875493541569878,0.00018479200662113726
0.18,4,3.0,0.8129032258064517,0.0002709677419354839,0.0002709677419354839,0.0001101352757544225,0.073423517169615,0.0,0.0,1.0,0.8129032258064517,0.8129032258064517,2.7533818938605625e-05,0.0,0.0,0,0.0,True,0.006875493541569878,0.0004414999857544899
0.18,5,3.0,1.0161290322580645,0.00033870967741935485,0.00033870967741935485,0.0001720863683662851,0.11472424557752339,0.0,0.0,1.0,1.0161290322580645,1.0161290322580645,4.3021592091571275e-05,0.0,0.0,0,0.0,True,0.006875493541569878,0.00023379101185128093
0.18,6,3.0,1.2193548387096775,0.00040645161290322584,0.00040645161290322584,0.0002478043704474506,0.16520291363163375,0.0,0.0,1.0,1.2193548387096775,1.2193548387096775,6.195109261186265e-05,0.0,0.0,0,0.0,True,0.006875493541569878,0.0002187499776482582
0.18,7,3.0,1.4225806451612906,0.00047419354838709683,0.00047419354838709683,0.00033728928199791894,0.22485952133194595,0.0,0.0,1.0,1.4225806451612906,1.4225806451612906,8.432232049947974e-05,0.0,0.0,0,0.0,True,0.006875493541569878,0.0004229589831084013
0.18,8,3.0,1.6258064516129034,0.0005419354838709678,0.0005419354838709678,0.00044054110301769,0.29369406867846,0.0,0.0,1.0,1.6258064516129034,1.6258064516129034,0.0001101352757544225,0.0,0.0,0,0.0,True,0.006875493541569878,0.0002328340196982026
0.18,9,3.0,1.8290322580645162,0.0006096774193548387,0.0006096774193548387,0.0005575598335067638,0.3717065556711759,0.0,0.0,1.0,1.8290322580645162,1.8290322580645162,0.00013938995837669096,0.0,0.0,0,0.0,True,0.006875493541569878,0.00021483399905264378
0.18,10,3.0,2.032258064516129,0.0006774193548387097,0.0006774193548387097,0.0006883454734651404,0.45889698231009357,0.0,0.0,1.0,2.032258064516129,2.032258064516129,0.0001720863683662851,0.0,0.0,0,0.0,True,0.006875493541569878,0.00038949999725446105
0.18,11,3.0,2.2354838709677423,0.0007451612903225808,0.0007451612903225808,0.0008328980228928202,0.5552653485952135,0.0,0.0,1.0,2.2354838709677423,2.2354838709677423,0.00020822450572320506,0.0,0.0,0,0.0,True,0.006875493541569878,0.0002234170096926391
0.18,12,3.0,2.438709677419355,0.0008129032258064517,0.0008129032258064517,0.0009912174817898025,0.660811654526535,0.0,0.0,1.0,2.438709677419355,2.438709677419355,0.0002478043704474506,0.0,0.0,0,0.0,True,0.006875493541569878,0.00021966701024211943
0.18,13,3.0,2.641935483870968,0.0008806451612903227,0.0008806451612903227,0.0011633038501560875,0.7755359001040584,0.0,0.0,1.0,2.641935483870968,2.641935483870968,0.0002908259625390219,0.0,0.0,0,0.0,True,0.006875493541569878,0.00044958401122130454
0.18,14,3.0,2.845161290322581,0.0009483870967741937,0.0009483870967741937,0.0013491571279916758,0.8994380853277838,0.0,0.0,1.0,2.845161290322581,2.845161290322581,0.00033728928199791894,0.0,0.0,0,0.0,True,0.006875493541569878,0.0003910000086762011
0.18,15,3.0,3.048387096774194,0.0010161290322580647,0.0010161290322580647,0.0015487773152965667,1.032518210197711,5.743151629977006e-05,5.74348530693608e-05,0.9840086829917878,2.999639372345934,2.999639372345934,0.00038100258156813287,6.093498154469964e-06,0.0,21,1.068204822178974e-07,True,0.006875493541569878,0.006293624988757074
0.18,16,3.0,3.2516129032258068,0.0010838709677419356,0.0010838709677419356,0.00176216441207076,1.17477627471384,0.0002985979091130737,0.0002986014049041411,0.9220636898788563,2.998194191606088,2.998194191606088,0.0004062069549917926,3.167749203218765e-05,0.0,23,9.649092652889616e-08,True,0.006875493541569878,0.0080220410018228
0.18,17,3.0,3.4548387096774196,0.0011516129032258064,0.0011516129032258064,0.0019893184183142564,1.326212278876171,0.0005397886761998354,0.0005397933051808332,0.8674135008699422,2.9967737401022836,2.9967737401022836,0.0004313904133937563,5.725789960661365e-05,0.0,22,7.727257358269153e-08,True,0.006875493541569878,0.006557083019288257
0.18,18,3.0,3.6580645161290324,0.0012193548387096774,0.0012193548387096774,0.0022302393340270553,1.4868262226847035,0.0007810656774842182,0.0007810725272172343,0.8188294292450197,2.9953308798833946,2.9953308798833946,0.0004565464002402916,8.284127742190428e-05,0.0,20,1.0293682094676762e-07,True,0.006875493541569878,0.006364792003296316
0.18,19,3.0,3.8612903225806456,0.0012870967741935486,0.0012870967741935486,0.0024849271592091576,1.6566181061394385,0.001022451399284657,0.0010224563380992987,0.7753507573371291,2.993854375911431,2.993854375911431,0.0004816725387051053,0.00010843000228827487,0.0,19,9.371002778723252e-08,True,0.006875493541569878,0.006602042005397379
0.18,20,3.0,4.064516129032258,0.0013548387096774194,0.0013548387096774194,0.0027533818938605616,1.8355879292403743,0.0012638082733266549,0.0012638155550814228,0.7362341072691924,2.992435403739298,2.992435403739298,0.0005067834151493972,0.00013400948785298336,0.0,18,8.980037642198032e-08,True,0.006875493541569878,0.005888624989893287
0.18,21,3.0,4.267741935483872,0.0014225806451612906,0.0014225806451612906,0.0030356035379812706,2.023735691987514,0.0015053115044024725,0.0015053174669297398,0.7008299455158746,2.990961348120975,2.990961348120975,0.0005318604655328025,0.00015959829815630333,0.0,17,9.064734081776832e-08,True,0.006875493541569878,0.00568050000583753
0.18,22,3.0,4.4709677419354845,0.0014903225806451616,0.0014903225806451616,0.003331592091571281,2.221061394380854,0.0017467797063803606,0.0017467890440869451,0.6686567837185753,2.9895429104320823,2.9895429104320823,0.0005569229131530735,0.00018517720990071749,0.0,16,9.636950165686848e-08,True,0.006875493541569878,0.005356833018595353
0.18,23,3.0,4.674193548387097,0.0015580645161290324,0.0015580645161290324,0.003641347554630594,2.427565036420396,0.001988410766540193,0.0019884194553758663,0.6392686134379996,2.9880652286182627,2.9880652286182627,0.0005819498005736376,0.00021076718052355945,0.0,15,1.0800443677980373e-07,True,0.006875493541569878,0.005019667005399242
0.18,24,3.0,4.87741935483871,0.0016258064516129034,0.0016258064516129034,0.00396486992715921,2.64324661810614,0.002230034438287323,0.0022300405549121388,0.6123370248159213,2.9866244565215263,2.9866244565215263,0.0006069591637446973,0.00023635017405837166,0.0,15,6.854925733351198e-08,True,0.006875493541569878,0.0053417920134961605
0.18,25,3.0,5.080645161290323,0.0016935483870967744,0.0016935483870967744,0.004302159209157129,2.868106139438086,0.002471681715153544,0.00247169197327854,0.5875633057867602,2.9852006664972497,2.9852006664972497,0.0006319477217383291,0.00026192947146115114,0.0,14,8.307615106957255e-08,True,0.006875493541569878,0.005152499972609803
0.18,26,3.0,5.283870967741936,0.0017612903225806453,0.0017612903225806453,0.00465321540062435,3.1021436004162335,0.0027134912699231903,0.0027135025873526023,0.5646854882815343,2.9837252574359785,2.9837252574359785,0.0006569008026451791,0.00028751974463131014,0.0,13,1.0623894586537551e-07,True,0.006875493541569878,0.0047398329770658165
0.18,27,3.0,5.487096774193549,0.0018290322580645161,0.0018290322580645161,0.005018038501560874,3.345359001040583,0.0029552905053088162,0.0029552988061668536,0.5435085264813981,2.9822838824027684,2.9822838824027684,0.0006818366779525684,0.0003131027220595163,0.0,13,7.077550323072884e-08,True,0.006875493541569878,0.004577457992127165
0.18,28,3.0,5.690322580645162,0.0018967741935483873,0.0018967741935483873,0.005396628511966703,3.597752341311135,0.0031971022577981082,0.003197117273026429,0.5238477542458656,2.9808627048055065,2.9808627048055065,0.0007067529316232412,0.0003386808198199845,0.0,12,9.805827629330207e-08,True,0.006875493541569878,0.004483208991587162
