step,time,elastic,fracture,kinetic,external,total
240,6.910000000e-03,8.281954058e-04,1.797563450e+00,0.000000000e+00,0.000000000e+00,1.798391645e+00
241,6.920000000e-03,8.267843789e-04,1.797569915e+00,0.000000000e+00,0.000000000e+00,1.798396699e+00
242,6.930000000e-03,8.253815291e-04,1.797576353e+00,0.000000000e+00,0.000000000e+00,1.798401735e+00
243,6.940000000e-03,8.239868973e-04,1.797582764e+00,0.000000000e+00,0.000000000e+00,1.798406751e+00
244,6.950000000e-03,8.226003590e-04,1.797589149e+00,0.000000000e+00,0.000000000e+00,1.798411749e+00
245,6.960000000e-03,8.212219543e-04,1.797595506e+00,0.000000000e+00,0.000000000e+00,1.798416728e+00
246,6.970000000e-03,8.198515807e-04,1.797601837e+00,0.000000000e+00,0.000000000e+00,1.798421688e+00
247,6.980000000e-03,8.184892184e-04,1.797608141e+00,0.000000000e+00,0.000000000e+00,1.798426630e+00
248,6.990000000e-03,8.171348264e-04,1.797614420e+00,0.000000000e+00,0.000000000e+00,1.798431554e+00
249,7.000000000e-03,8.157883642e-04,1.797620672e+00,0.000000000e+00,0.000000000e+00,1.798436460e+00
250,7.010000000e-03,8.144497918e-04,1.797626898e+00,0.000000000e+00,0.000000000e+00,1.798441348e+00
251,7.020000000e-03,8.131190690e-04,1.797633099e+00,0.000000000e+00,0.000000000e+00,1.798446218e+00
252,7.030000000e-03,8.117961552e-04,1.797639274e+00,0.000000000e+00,0.000000000e+00,1.798451070e+00
253,7.040000000e-03,8.104800777e-04,1.797645424e+00,0.000000000e+00,0.000000000e+00,1.798455904e+00
254,7.050000000e-03,8.091716459e-04,1.797651549e+00,0.000000000e+00,0.000000000e+00,1.798460720e+00
255,7.060000000e-03,8.078709096e-04,1.797657648e+00,0.000000000e+00,0.000000000e+00,1.798465519e+00
256,7.070000000e-03,8.065778303e-04,1.797663723e+00,0.000000000e+00,0.000000000e+00,1.798470300e+00
257,7.080000000e-03,8.052923691e-04,1.797669772e+00,0.000000000e+00,0.000000000e+00,1.798475064e+00
258,7.090000000e-03,8.040144845e-04,1.797675797e+00,0.000000000e+00,0.000000000e+00,1.798479811e+00
259,7.100000000e-03,8.027441423e-04,1.797681797e+00,0.000000000e+00,0.000000000e+00,1.798484541e+00
260,7.110000000e-03,8.014813051e-04,1.797687772e+00,0.000000000e+00,0.000000000e+00,1.798489254e+00
261,7.120000000e-03,8.002259358e-04,1.797693723e+00,0.000000000e+00,0.000000000e+00,1.798493949e+00
262,7.130000000e-03,7.989779975e-04,1.797699650e+00,0.000000000e+00,0.000000000e+00,1.798498628e+00
263,7.140000000e-03,7.977374536e-04,1.797705553e+00,0.000000000e+00,0.000000000e+00,1.798503291e+00
264,7.150000000e-03,7.965042669e-04,1.797711432e+00,0.000000000e+00,0.000000000e+00,1.798507936e+00
265,7.160000000e-03,7.952784018e-04,1.797717287e+00,0.000000000e+00,0.000000000e+00,1.798512565e+00
266,7.170000000e-03,7.940598210e-04,1.797723118e+00,0.000000000e+00,0.000000000e+00,1.798517178e+00
267,7.180000000e-03,7.928484920e-04,1.797728926e+00,0.000000000e+00,0.000000000e+00,1.798521774e+00
268,7.190000000e-03,7.916443773e-04,1.797734710e+00,0.000000000e+00,0.000000000e+00,1.798526354e+00
269,7.200000000e-03,7.904474418e-04,1.797740470e+00,0.000000000e+00,0.000000000e+00,1.798530918e+00
270,7.210000000e-03,7.892576501e-04,1.797746208e+00,0.000000000e+00,0.000000000e+00,1.798535465e+00
271,7.220000000e-03,7.880749676e-04,1.797751922e+00,0.000000000e+00,0.000000000e+00,1.798539997e+00
272,7.230000000e-03,7.868993590e-04,1.797757613e+00,0.000000000e+00,0.000000000e+00,1.798544513e+00
273,7.240000000e-03,7.857307902e-04,1.797763282e+00,0.000000000e+00,0.000000000e+00,1.798549013e+00
274,7.250000000e-03,7.845692270e-04,1.797768928e+00,0.000000000e+00,0.000000000e+00,1.798553497e+00
275,7.260000000e-03,7.834146344e-04,1.797774551e+00,0.000000000e+00,0.000000000e+00,1.798557965e+00
276,7.270000000e-03,7.822669777e-04,1.797780151e+00,0.000000000e+00,0.000000000e+00,1.798562418e+00
277,7.280000000e-03,7.811262256e-04,1.797785730e+00,0.000000000e+00,0.000000000e+00,1.798566856e+00
278,7.290000000e-03,7.799923452e-04,1.797791286e+00,0.000000000e+00,0.000000000e+00,1.798571278e+00
279,7.300000000e-03,7.788653036e-04,1.797796820e+00,0.000000000e+00,0.000000000e+00,1.798575685e+00
280,7.310000000e-03,7.777451930e-04,1.797802331e+00,0.000000000e+00,0.000000000e+00,1.798580077e+00
281,7.320000000e-03,7.766319803e-04,1.797807821e+00,0.000000000e+00,0.000000000e+00,1.798584453e+00
282,7.330000000e-03,7.755255061e-04,1.797813289e+00,0.000000000e+00,0.000000000e+00,1.798588815e+00
283,7.340000000e-03,7.744258583e-04,1.797818735e+00,0.000000000e+00,0.000000000e+00,1.798593161e+00
284,7.350000000e-03,7.733330618e-04,1.797824160e+00,0.000000000e+00,0.000000000e+00,1.798597493e+00
285,7.360000000e-03,7.722469041e-04,1.797829563e+00,0.000000000e+00,0.000000000e+00,1.798601810e+00
286,7.370000000e-03,7.711673609e-04,1.797834945e+00,0.000000000e+00,0.000000000e+00,1.798606113e+00
287,7.380000000e-03,7.700943950e-04,1.797840306e+00,0.000000000e+00,0.000000000e+00,1.798610400e+00
288,7.390000000e-03,7.690279756e-04,1.797845646e+00,0.000000000e+00,0.000000000e+00,1.798614674e+00
289,7.400000000e-03,7.679681501e-04,1.797850963e+00,0.000000000e+00,0.000000000e+00,1.798618932e+00
290,7.410000000e-03,7.669148048e-04,1.797856262e+00,0.000000000e+00,0.000000000e+00,1.798623176e+00
291,7.420000000e-03,7.658679521e-04,1.797861538e+00,0.000000000e+00,0.000000000e+00,1.798627406e+00
292,7.430000000e-03,7.648274817e-04,1.797866795e+00,0.000000000e+00,0.000000000e+00,1.798631622e+00
293,7.440000000e-03,7.637934432e-04,1.797872030e+00,0.000000000e+00,0.000000000e+00,1.798635824e+00
294,7.450000000e-03,7.627657284e-04,1.797877246e+00,0.000000000e+00,0.000000000e+00,1.798640012e+00
295,7.460000000e-03,7.617443857e-04,1.797882441e+00,0.000000000e+00,0.000000000e+00,1.798644185e+00
296,7.470000000e-03,7.607293086e-04,1.797887616e+00,0.000000000e+00,0.000000000e+00,1.798648345e+00
297,7.480000000e-03,7.597205440e-04,1.797892770e+00,0.000000000e+00,0.000000000e+00,1.798652491e+00
298,7.490000000e-03,7.587179875e-04,1.797897906e+00,0.000000000e+00,0.000000000e+00,1.798656624e+00
299,7.500000000e-03,7.577214787e-04,1.797903020e+00,0.000000000e+00,0.000000000e+00,1.798660742e+00
300,7.510000000e-03,7.567307916e-04,1.797908116e+00,0.000000000e+00,0.000000000e+00,1.798664847e+00
301,7.520000000e-03,7.557463295e-04,1.797913193e+00,0.000000000e+00,0.000000000e+00,1.798668939e+00
302,7.530000000e-03,7.547680877e-04,1.797918248e+00,0.000000000e+00,0.000000000e+00,1.798673016e+00
303,7.540000000e-03,7.537959325e-04,1.797923285e+00,0.000000000e+00,0.000000000e+00,1.798677081e+00
304,7.550000000e-03,7.528298532e-04,1.797928303e+00,0.000000000e+00,0.000000000e+00,1.798681133e+00
305,7.560000000e-03,7.518698207e-04,1.797933302e+00,0.000000000e+00,0.000000000e+00,1.798685171e+00
306,7.570000000e-03,7.509158052e-04,1.797938282e+00,0.000000000e+00,0.000000000e+00,1.798689197e+00
307,7.580000000e-03,7.499677807e-04,1.797943243e+00,0.000000000e+00,0.000000000e+00,1.798693210e+00
308,7.590000000e-03,7.490257203e-04,1.797948185e+00,0.000000000e+00,0.000000000e+00,1.798697210e+00
309,7.600000000e-03,7.480895931e-04,1.797953108e+00,0.000000000e+00,0.000000000e+00,1.798701197e+00
310,7.610000000e-03,7.471595917e-04,1.797958012e+00,0.000000000e+00,0.000000000e+00,1.798705171e+00
311,7.620000000e-03,7.462356136e-04,1.797962897e+00,0.000000000e+00,0.000000000e+00,1.798709133e+00
312,7.630000000e-03,7.453174906e-04,1.797967764e+00,0.000000000e+00,0.000000000e+00,1.798713081e+00
313,7.640000000e-03,7.444051893e-04,1.797972612e+00,0.000000000e+00,0.000000000e+00,1.798717017e+00
314,7.650000000e-03,7.434986827e-04,1.797977442e+00,0.000000000e+00,0.000000000e+00,1.798720941e+00
315,7.660000000e-03,7.425979497e-04,1.797982254e+00,0.000000000e+00,0.000000000e+00,1.798724852e+00
316,7.670000000e-03,7.417029666e-04,1.797987047e+00,0.000000000e+00,0.000000000e+00,1.798728750e+00
317,7.680000000e-03,7.408137060e-04,1.797991822e+00,0.000000000e+00,0.000000000e+00,1.798732636e+00
318,7.690000000e-03,7.399301423e-04,1.797996580e+00,0.000000000e+00,0.000000000e+00,1.798736510e+00
319,7.700000000e-03,7.390522509e-04,1.798001319e+00,0.000000000e+00,0.000000000e+00,1.798740371e+00
320,7.710000000e-03,7.381800101e-04,1.798006040e+00,0.000000000e+00,0.000000000e+00,1.798744220e+00
321,7.720000000e-03,7.373133924e-04,1.798010744e+00,0.000000000e+00,0.000000000e+00,1.798748058e+00
322,7.730000000e-03,7.364523741e-04,1.798015430e+00,0.000000000e+00,0.000000000e+00,1.798751883e+00
323,7.740000000e-03,7.355969293e-04,1.798020099e+00,0.000000000e+00,0.000000000e+00,1.798755696e+00
324,7.750000000e-03,7.347470291e-04,1.798024750e+00,0.000000000e+00,0.000000000e+00,1.798759497e+00
325,7.760000000e-03,7.339026536e-04,1.798029384e+00,0.000000000e+00,0.000000000e+00,1.798763286e+00
326,7.770000000e-03,7.330637789e-04,1.798034000e+00,0.000000000e+00,0.000000000e+00,1.798767064e+00
327,7.780000000e-03,7.322305142e-04,1.798038599e+00,0.000000000e+00,0.000000000e+00,1.798770829e+00
328,7.790000000e-03,7.314028877e-04,1.798043181e+00,0.000000000e+00,0.000000000e+00,1.798774584e+00
329,7.800000000e-03,7.305806800e-04,1.798047745e+00,0.000000000e+00,0.000000000e+00,1.798778326e+00
330,7.810000000e-03,7.297638763e-04,1.798052293e+00,0.000000000e+00,0.000000000e+00,1.798782057e+00
331,7.820000000e-03,7.289524528e-04,1.798056824e+00,0.000000000e+00,0.000000000e+00,1.798785777e+00
332,7.830000000e-03,7.281463830e-04,1.798061338e+00,0.000000000e+00,0.000000000e+00,1.798789485e+00
333,7.840000000e-03,7.273456470e-04,1.798065836e+00,0.000000000e+00,0.000000000e+00,1.798793181e+00
334,7.850000000e-03,7.265502218e-04,1.798070317e+00,0.000000000e+00,0.000000000e+00,1.798796867e+00
335,7.860000000e-03,7.257600853e-04,1.798074781e+00,0.000000000e+00,0.000000000e+00,1.798800541e+00
336,7.870000000e-03,7.249752139e-04,1.798079229e+00,0.000000000e+00,0.000000000e+00,1.798804204e+00
337,7.880000000e-03,7.241955853e-04,1.798083660e+00,0.000000000e+00,0.000000000e+00,1.798807856e+00
338,7.890000000e-03,7.234211777e-04,1.798088075e+00,0.000000000e+00,0.000000000e+00,1.798811497e+00
339,7.900000000e-03,7.226519623e-04,1.798092475e+00,0.000000000e+00,0.000000000e+00,1.798815127e+00
340,7.910000000e-03,7.218879286e-04,1.798096858e+00,0.000000000e+00,0.000000000e+00,1.798818746e+00
341,7.920000000e-03,7.211290492e-04,1.798101224e+00,0.000000000e+00,0.000000000e+00,1.798822353e+00
342,7.930000000e-03,7.203753023e-04,1.798105575e+00,0.000000000e+00,0.000000000e+00,1.798825951e+00
343,7.940000000e-03,7.196266662e-04,1.798109910e+00,0.000000000e+00,0.000000000e+00,1.798829537e+00
344,7.950000000e-03,7.188831188e-04,1.798114229e+00,0.000000000e+00,0.000000000e+00,1.798833112e+00
345,7.960000000e-03,7.181446387e-04,1.798118533e+00,0.000000000e+00,0.000000000e+00,1.798836677e+00
346,7.970000000e-03,7.174112044e-04,1.798122821e+00,0.000000000e+00,0.000000000e+00,1.798840232e+00
347,7.980000000e-03,7.166827950e-04,1.798127093e+00,0.000000000e+00,0.000000000e+00,1.798843775e+00
348,7.990000000e-03,7.159594077e-04,1.798131349e+00,0.000000000e+00,0.000000000e+00,1.798847308e+00
349,8.000000000e-03,7.152409643e-04,1.798135591e+00,0.000000000e+00,0.000000000e+00,1.798850832e+00
