step,max_d,max_H,Solid solve Time,Compute Strain Time,Driving Force Time,Phase Solve Time,Total Step Time
236,1.00000000,2.064146025e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.378705025
237,1.00000000,2.070141220e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.387116194
238,1.00000000,2.076144798e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.386299372
239,1.00000000,2.082156761e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.380766392
240,1.00000000,2.088177107e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.388378382
241,1.00000000,2.094205837e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.355691910
242,1.00000000,2.100242952e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.388771057
243,1.00000000,2.106288446e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.348185778
244,1.00000000,2.112342327e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.389100552
245,1.00000000,2.118404586e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.348506689
246,1.00000000,2.124475232e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.346246719
247,1.00000000,2.130554258e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.351127148
248,1.00000000,2.136641666e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.344652653
249,1.00000000,2.142737455e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349609137
250,1.00000000,2.148841626e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.348369837
251,1.00000000,2.154954177e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.345030308
252,1.00000000,2.161075110e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349408150
253,1.00000000,2.167204382e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350330353
254,1.00000000,2.173342025e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.348659754
255,1.00000000,2.179488048e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.346423388
256,1.00000000,2.185642450e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.344801426
257,1.00000000,2.191805231e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349460125
258,1.00000000,2.197976391e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.351525784
259,1.00000000,2.204155929e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.356063366
260,1.00000000,2.210343847e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.355474949
261,1.00000000,2.216540143e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.351901293
262,1.00000000,2.222744816e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350957155
263,1.00000000,2.228957868e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349624872
264,1.00000000,2.235179297e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349846363
265,1.00000000,2.241409103e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350295544
266,1.00000000,2.247647286e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349080086
267,1.00000000,2.253893847e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.354990721
268,1.00000000,2.260148783e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.351840019
269,1.00000000,2.266412096e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350276470
270,1.00000000,2.272683786e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350118399
271,1.00000000,2.278963851e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.347896814
272,1.00000000,2.285252291e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.344786167
273,1.00000000,2.291549107e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.354241610
274,1.00000000,2.297854298e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.346028805
275,1.00000000,2.304167864e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.355848789
276,1.00000000,2.310489805e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.354131460
277,1.00000000,2.316820120e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350183010
278,1.00000000,2.323158809e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350252151
279,1.00000000,2.329505872e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.349611044
280,1.00000000,2.335861310e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350902557
281,1.00000000,2.342225125e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.346698761
282,1.00000000,2.348597314e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.345027208
283,1.00000000,2.354977856e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.356909990
284,1.00000000,2.361366740e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.362166405
285,1.00000000,2.367763993e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.354348183
286,1.00000000,2.374169617e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.352766991
287,1.00000000,2.380583614e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.357652187
288,1.00000000,2.387005983e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.356807947
289,1.00000000,2.393436723e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.312740564
290,1.00000000,2.399875826e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.350612640
291,1.00000000,2.406323294e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.318853140
292,1.00000000,2.412779138e+06,0.000000000,0.000000000,0.000000000,0.000000000,0.356529474
