step,t_us,crack_tip_x_mm,n_crack_tips,crack_vel_mms,crack_vel_frac_cR,branched
16540,33.4000,29.637640,1,35574.60,0.0387,0
16560,33.4403,29.637640,1,0.00,0.0000,0
16580,33.4807,29.649435,1,292041.94,0.3175,0
16600,33.5211,29.649435,1,0.00,0.0000,0
16620,33.5615,29.662633,1,326785.03,0.3552,0
16640,33.6019,29.749389,1,2148118.07,2.3352,0
16660,33.6423,29.799362,1,1237379.20,1.3451,0
16680,33.6827,29.836137,1,910563.04,0.9899,0
16700,33.7230,29.955896,1,2965286.49,3.2235,0
16720,33.7634,30.003405,1,1176358.53,1.2788,0
16740,33.8038,30.009412,1,148717.10,0.1617,0
16760,33.8442,30.009412,1,0.00,0.0000,0
16780,33.8846,30.009412,1,0.00,0.0000,0
16800,33.9250,30.018307,1,220253.34,0.2394,0
16820,33.9654,30.029957,1,288450.77,0.3136,0
16840,34.0058,30.029957,1,0.00,0.0000,0
16860,34.0461,30.029957,1,0.00,0.0000,0
16880,34.0865,30.029957,1,0.00,0.0000,0
16900,34.1269,30.029957,1,0.00,0.0000,0
16920,34.1673,30.029957,1,0.00,0.0000,0
16940,34.2077,30.029957,1,0.00,0.0000,0
16960,34.2481,30.029957,1,0.00,0.0000,0
16980,34.2885,30.029957,1,0.00,0.0000,0
17000,34.3289,30.029957,1,0.00,0.0000,0
17020,34.3692,30.029957,1,0.00,0.0000,0
17040,34.4096,30.029957,1,0.00,0.0000,0
17060,34.4500,30.029957,1,0.00,0.0000,0
17080,34.4904,30.029957,1,0.00,0.0000,0
17100,34.5308,30.029957,1,0.00,0.0000,0
17120,34.5712,30.029957,1,0.00,0.0000,0
17140,34.6116,30.512190,1,11940347.29,12.9801,0
17160,34.6519,30.537177,1,618689.60,0.6726,0
17180,34.6923,30.575357,1,945357.39,1.0277,0
17200,34.7327,30.587151,1,292021.80,0.3175,0
17220,34.7731,30.637125,1,1237379.20,1.3451,0
17240,34.8135,30.650318,1,326667.79,0.3551,0
17260,34.8539,30.662112,1,292021.80,0.3175,0
17280,34.8943,30.687099,1,618689.60,0.6726,0
17300,34.9347,30.787046,1,2474758.39,2.6903,0
17320,34.9750,30.787046,1,0.00,0.0000,0
17340,35.0154,30.900379,1,2806182.82,3.0506,0
17360,35.0558,30.903405,1,74926.45,0.0815,0
17380,35.0962,30.909412,1,148717.10,0.1617,0
17400,35.1366,30.918307,1,220253.34,0.2394,0
17420,35.1770,30.918307,1,0.00,0.0000,0
17440,35.2174,30.918307,1,0.00,0.0000,0
17460,35.2577,30.918307,1,0.00,0.0000,0
17480,35.2981,30.929957,1,288450.77,0.3136,0
17500,35.3385,30.929957,1,0.00,0.0000,0
17520,35.3789,30.929957,1,0.00,0.0000,0
17540,35.4193,30.929957,1,0.00,0.0000,0
17560,35.4597,30.929957,1,0.00,0.0000,0
17580,35.5001,30.929957,1,0.00,0.0000,0
17600,35.5405,30.929957,1,0.00,0.0000,0
17620,35.5808,30.929957,1,0.00,0.0000,0
17640,35.6212,30.929957,1,0.00,0.0000,0
17660,35.6616,30.929957,1,0.00,0.0000,0
17680,35.7020,31.321815,1,9702604.15,10.5475,0
17700,35.7424,31.348883,1,670237.31,0.7286,0
17720,35.7828,31.374939,1,645156.62,0.7013,0
17740,35.8232,31.399926,1,618689.60,0.6726,0
17760,35.8636,31.438123,1,945766.15,1.0281,0
17780,35.9039,31.449900,1,291613.04,0.3170,0
17800,35.9443,31.449900,1,0.00,0.0000,0
17820,35.9847,31.451299,1,34645.99,0.0377,0
17840,36.0251,31.476286,1,618689.60,0.6726,0
17860,36.0655,31.526260,1,1237379.20,1.3451,0
17880,36.1059,31.549848,1,584043.61,0.6349,0
17900,36.1463,31.563041,1,326667.79,0.3551,0
17920,36.1866,31.599822,1,910711.40,0.9900,0
17940,36.2270,31.611616,1,292021.80,0.3175,0
17960,36.2674,31.649796,1,945357.39,1.0277,0
17980,36.3078,31.661589,1,292021.80,0.3175,0
18000,36.3482,31.662989,1,34645.99,0.0377,0
18020,36.3886,31.662989,1,0.00,0.0000,0
18040,36.4290,31.662989,1,0.00,0.0000,0
18060,36.4694,31.674782,1,292021.80,0.3175,0
18080,36.5097,31.699769,1,618689.60,0.6726,0
18100,36.5501,31.712963,1,326667.79,0.3551,0
18120,36.5905,31.799717,1,2148090.60,2.3352,0
18140,36.6309,31.801116,1,34645.99,0.0377,0
18160,36.6713,31.801116,1,0.00,0.0000,0
18180,36.7117,31.801116,1,0.00,0.0000,0
18200,36.7521,31.812910,1,292021.80,0.3175,0
18220,36.7924,31.824704,1,292021.80,0.3175,0
18240,36.8328,31.837897,1,326667.79,0.3551,0
18260,36.8732,31.851090,1,326667.79,0.3551,0
18280,36.9136,31.914242,1,1563675.99,1.6998,0
18300,36.9540,31.938049,1,589468.03,0.6408,0
