element,centroid_x,centroid_y,E,Gc,history
291,0.1111111111111111,0.5555555555555555,1000.0,1.0,3.199999999999997
292,0.2222222222222222,0.5277777777777778,1000.0,1.0,3.199999999999997
293,0.19444444444444442,0.5555555555555555,1000.0,1.0,3.199999999999997
294,0.3055555555555555,0.5277777777777778,1000.0,1.0,3.200000000000002
295,0.27777777777777773,0.5555555555555555,1000.0,1.0,3.200000000000002
296,0.38888888888888884,0.5277777777777778,1000.0,1.0,3.200000000000001
297,0.3611111111111111,0.5555555555555555,1000.0,1.0,3.200000000000001
298,0.47222222222222215,0.5277777777777778,450.0,1.0,1.4399999999999988
299,0.4444444444444444,0.5555555555555555,1000.0,1.0,3.199999999999997
300,0.5555555555555555,0.5277777777777778,450.0,1.0,1.4399999999999988
301,0.5277777777777778,0.5555555555555555,450.0,1.0,1.4399999999999988
302,0.6388888888888888,0.5277777777777778,450.0,1.0,1.4399999999999988
303,0.611111111111111,0.5555555555555555,450.0,1.0,1.4399999999999988
304,0.7222222222222222,0.5277777777777778,450.0,1.0,1.4399999999999988
305,0.6944444444444443,0.5555555555555555,450.0,1.0,1.4399999999999988
306,0.8055555555555555,0.5277777777777778,450.0,1.0,1.4399999999999986
307,0.7777777777777777,0.5555555555555555,450.0,1.0,1.4399999999999986
308,0.8888888888888888,0.5277777777777778,1000.0,1.0,3.1999999999999975
309,0.861111111111111,0.5555555555555555,1000.0,1.0,3.1999999999999975
310,0.9722222222222222,0.5277777777777778,1000.0,1.0,3.1999999999999966
311,0.9444444444444443,0.5555555555555555,1000.0,1.0,3.1999999999999966
312,1.0555555555555554,0.5277777777777778,1000.0,1.0,3.1999999999999966
313,1.0277777777777777,0.5555555555555555,1000.0,1.0,3.1999999999999966
314,1.1388888888888888,0.5277777777777778,1000.0,1.0,3.1999999999999966
315,1.111111111111111,0.5555555555555555,1000.0,1.0,3.1999999999999966
316,1.222222222222222,0.5277777777777778,1000.0,1.0,3.200000000000001
317,1.1944444444444444,0.5555555555555555,1000.0,1.0,3.200000000000001
318,1.3055555555555554,0.5277777777777778,1000.0,0.35,3.1999999999999966
319,1.2777777777777777,0.5555555555555555,1000.0,0.35,3.1999999999999966
320,1.3888888888888886,0.5277777777777778,1000.0,0.35,3.1999999999999966
321,1.361111111111111,0.5555555555555555,1000.0,0.35,3.1999999999999966
322,1.472222222222222,0.5277777777777778,1000.0,1.0,3.200000000000001
323,1.4444444444444444,0.5555555555555555,1000.0,1.0,3.200000000000001
324,1.5555555555555554,0.5277777777777778,1000.0,1.0,3.1999999999999966
325,1.5277777777777777,0.5555555555555555,1000.0,1.0,3.1999999999999966
326,1.6388888888888886,0.5277777777777778,1000.0,1.0,3.199999999999997
327,1.611111111111111,0.5555555555555555,1000.0,1.0,3.199999999999997
328,1.722222222222222,0.5277777777777778,1000.0,1.0,3.2000000000000006
329,1.6944444444444444,0.5555555555555555,1000.0,1.0,3.2000000000000006
330,1.8055555555555554,0.5277777777777778,1000.0,1.0,3.1999999999999966
331,1.7777777777777777,0.5555555555555555,1000.0,1.0,3.1999999999999966
332,1.8888888888888886,0.5277777777777778,1000.0,1.0,3.1999999999999966
333,1.861111111111111,0.5555555555555555,1000.0,1.0,3.1999999999999966
334,1.972222222222222,0.5277777777777778,1000.0,1.0,3.200000000000001
335,1.9444444444444444,0.5555555555555555,1000.0,1.0,3.200000000000001
336,0.05555555555555555,0.611111111111111,1000.0,1.0,3.199999999999997
337,0.027777777777777776,0.6388888888888888,1000.0,1.0,3.199999999999997
338,0.13888888888888887,0.611111111111111,1000.0,1.0,3.199999999999997
339,0.1111111111111111,0.6388888888888888,1000.0,1.0,3.199999999999997
340,0.2222222222222222,0.611111111111111,1000.0,1.0,3.199999999999997
341,0.19444444444444442,0.6388888888888888,1000.0,1.0,3.199999999999997
342,0.3055555555555555,0.611111111111111,1000.0,1.0,3.199999999999997
343,0.27777777777777773,0.6388888888888888,1000.0,1.0,3.199999999999997
344,0.38888888888888884,0.611111111111111,1000.0,1.0,3.1999999999999966
345,0.3611111111111111,0.6388888888888888,1000.0,1.0,3.1999999999999966
346,0.47222222222222215,0.611111111111111,1000.0,1.0,3.1999999999999975
347,0.4444444444444444,0.6388888888888888,1000.0,1.0,3.1999999999999975
348,0.5555555555555555,0.611111111111111,450.0,1.0,1.4399999999999988
349,0.5277777777777778,0.6388888888888888,450.0,1.0,1.4399999999999988
350,0.6388888888888888,0.611111111111111,450.0,1.0,1.4399999999999988
