node,x,y,damage
163,1.0833333333333333,0.5,0.3426473346613562
164,1.1666666666666665,0.5,0.3579718765079933
165,1.25,0.5,0.4169378161279855
166,1.3333333333333333,0.5,0.5420506253214665
167,1.4166666666666665,0.5,0.4170020552413841
168,1.5,0.5,0.3581772288777382
169,1.5833333333333333,0.5,0.3435023015290323
170,1.6666666666666665,0.5,0.33984128632212107
171,1.75,0.5,0.33892799033070603
172,1.8333333333333333,0.5,0.33870035265691106
173,1.9166666666666665,0.5,0.3386443947908829
174,2.0,0.5,0.33863375232307114
175,0.0,0.5833333333333333,0.3385805871078327
176,0.08333333333333333,0.5833333333333333,0.33852994554730764
177,0.16666666666666666,0.5833333333333333,0.33826347381523886
178,0.25,0.5833333333333333,0.33719714316441035
179,0.3333333333333333,0.5833333333333333,0.33308260729690387
180,0.41666666666666663,0.5833333333333333,0.31773847111908216
181,0.5,0.5833333333333333,0.26333392716496806
182,0.5833333333333333,0.5833333333333333,0.22447840225380225
183,0.6666666666666666,0.5833333333333333,0.21780003573779885
184,0.75,0.5833333333333333,0.23087306699428567
185,0.8333333333333333,0.5833333333333333,0.27922968970757694
186,0.9166666666666666,0.5833333333333333,0.32542031346541206
187,1.0,0.5833333333333333,0.33677746223797494
188,1.0833333333333333,0.5833333333333333,0.34280682006741414
189,1.1666666666666665,0.5833333333333333,0.3580161595089967
190,1.25,0.5833333333333333,0.416952299091816
191,1.3333333333333333,0.5833333333333333,0.542052660874065
192,1.4166666666666665,0.5833333333333333,0.4170041248379914
193,1.5,0.5833333333333333,0.35817883339083606
194,1.5833333333333333,0.5833333333333333,0.3435029749496098
195,1.6666666666666665,0.5833333333333333,0.33984141774170484
196,1.75,0.5833333333333333,0.3389279487060661
197,1.8333333333333333,0.5833333333333333,0.33870029519009254
198,1.9166666666666665,0.5833333333333333,0.338644355760338
199,2.0,0.5833333333333333,0.3386337185224078
200,0.0,0.6666666666666666,0.3385896209834198
201,0.08333333333333333,0.6666666666666666,0.33855378987502666
202,0.16666666666666666,0.6666666666666666,0.33837335729768325
203,0.25,0.6666666666666666,0.33770608960373416
204,0.3333333333333333,0.6666666666666666,0.33535155352920765
205,0.41666666666666663,0.6666666666666666,0.327378877742271
206,0.5,0.6666666666666666,0.3016994177333006
207,0.5833333333333333,0.6666666666666666,0.2658521251238748
208,0.6666666666666666,0.6666666666666666,0.26015555530736034
209,0.75,0.6666666666666666,0.27602438779004346
210,0.8333333333333333,0.6666666666666666,0.3017581931004883
211,0.9166666666666666,0.6666666666666666,0.33090898651277567
212,1.0,0.6666666666666666,0.33808376349337077
213,1.0833333333333333,0.6666666666666666,0.34311410426134065
214,1.1666666666666665,0.6666666666666666,0.35808917507930904
215,1.25,0.6666666666666666,0.4169680625676616
216,1.3333333333333333,0.6666666666666666,0.5420505993200601
217,1.4166666666666665,0.6666666666666666,0.41701315484016505
218,1.5,0.6666666666666666,0.358185387922055
219,1.5833333333333333,0.6666666666666666,0.34350507287999804
220,1.6666666666666665,0.6666666666666666,0.33984152031265547
221,1.75,0.6666666666666666,0.3389276403981123
222,1.8333333333333333,0.6666666666666666,0.3387000576656464
223,1.9166666666666665,0.6666666666666666,0.3386442241764612
224,2.0,0.6666666666666666,0.33863361744487164
225,0.0,0.75,0.33860169833229714
226,0.08333333333333333,0.75,0.3385812866597892
227,0.16666666666666666,0.75,0.33848356540962643
228,0.25,0.75,0.3381565898429928
229,0.3333333333333333,0.75,0.33714472705214454
230,0.41666666666666663,0.75,0.33430071432621755
