step,max_d,max_H,Solid solve Time,Compute Strain Time,Driving Force Time,Phase Solve Time,Total Step Time
183,0.00479500,2.1797e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005843163
184,0.00479500,2.1814e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005847692
185,0.00479500,2.1833e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005849600
186,0.00479500,2.1852e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005833149
187,0.00479500,2.1873e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.008386374
188,0.00479500,2.1894e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.006005287
189,0.00479500,2.1916e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005888939
190,0.00479500,2.1939e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005866766
191,0.00479500,2.1962e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005872250
192,0.00479500,2.1986e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005861998
193,0.00479500,2.2010e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005853653
194,0.00479500,2.2034e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005838156
195,0.00479500,2.2058e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005872965
196,0.00479500,2.2082e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005866051
197,0.00479500,2.2105e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005855322
198,0.00479500,2.2128e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005862951
199,0.00479500,2.2551e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005866051
200,0.00479500,2.3176e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005834579
201,0.00486047,2.3782e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005919933
202,0.00502605,2.4358e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005841494
203,0.00518163,2.4897e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005842686
204,0.00532483,2.5391e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005840302
205,0.00545337,2.5832e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005849361
206,0.00556438,2.6213e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005846500
207,0.00565579,2.6526e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005848408
208,0.00572596,2.6766e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005850315
209,0.00577481,2.6933e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005845785
210,0.00580309,2.7029e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005847692
211,0.00581027,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005840540
212,0.00581069,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005842447
213,0.00581099,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005848885
214,0.00581119,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005840302
215,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005821466
216,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005851030
217,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005844831
218,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005850077
219,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005826950
220,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005838156
221,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005838156
222,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005848408
223,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005846262
224,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005827427
225,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005826473
226,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005836487
227,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005844355
228,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005838633
229,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005835056
230,0.00581130,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005835772
231,0.00591944,2.7052e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005820990
232,0.00606283,2.7389e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005830765
233,0.00619425,2.7851e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005909443
234,0.00631203,2.8267e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005855083
235,0.00641928,2.8648e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005855560
236,0.00651214,2.8982e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005830288
237,0.00658752,2.9259e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005832195
238,0.00664457,2.9474e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005842209
239,0.00668276,2.9625e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005842686
240,0.00670183,2.9713e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005844831
241,0.00670216,2.9738e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005821466
242,0.00670216,2.9761e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005834818
243,0.00670216,2.9782e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005851507
244,0.00670216,2.9801e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005824089
245,0.00670216,2.9816e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005835056
246,0.00670216,2.9828e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005860567
247,0.00670216,2.9836e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005819082
248,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005848169
249,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005853415
250,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005846262
