step,t_s,elastic,kinetic,fracture,total
0,0.0,18.239920301912246,1.966223373079527e-23,0.0037486510967926117,18.24366895300904
20,3.131539540534009e-08,18.23748819168048,0.0007314655140065331,0.005182986744353457,18.243402643938843
40,6.263079081068018e-08,18.232262680927967,0.0017847637116363121,0.008485819980750027,18.242533264620352
60,9.394618621602027e-08,18.226107881313805,0.002811780241507759,0.01296444327646136,18.241884104831776
80,1.2526158162136036e-07,18.220165983014365,0.003940926840042529,0.017508815672408817,18.241615725526813
100,1.5657697702670045e-07,18.21390786156735,0.005214632435962252,0.022330340107945004,18.241452834111257
120,1.8789237243204054e-07,18.20611622966201,0.00674713038682378,0.028866733248450592,18.24173009329728
140,2.1920776783738062e-07,18.198035751007456,0.008656599696417746,0.03528775483426397,18.24198010553814
160,2.505231632427207e-07,18.190519645183038,0.010892428968092152,0.041103410827840955,18.24251548497897
180,2.818385586480608e-07,18.182206958311138,0.013335867968773896,0.04736134252570266,18.242904168805616
200,3.131539540534009e-07,18.174423502910862,0.01581515576807656,0.05315806713019672,18.243396725809138
220,3.44469349458741e-07,18.168046908123046,0.018239728716029156,0.057512394490689886,18.243799031329765
240,3.7578474486408107e-07,18.161346018583302,0.020521889911101612,0.062267876096309044,18.244135784590714
260,4.0710014026942113e-07,18.15435207675946,0.02276056179640337,0.06717532769553534,18.244287966251395
280,4.3841553567476125e-07,18.148078600050987,0.024973276698295927,0.07145667090038754,18.244508547649673
300,4.6973093108010137e-07,18.141593733621075,0.027171646116039245,0.0759521802471923,18.244717559984306
320,5.010463264854414e-07,18.134681319058423,0.029290986162535265,0.08094169447108097,18.24491399969204
340,5.323617218907815e-07,18.12849777496534,0.031389586781460095,0.08513710826988358,18.245024470016684
360,5.636771172961216e-07,18.1219146268149,0.03345700245695046,0.08978826541223602,18.245159894684083
380,5.949925127014617e-07,18.114810312617514,0.03559760053960676,0.09487474037253511,18.245282653529657
400,6.263079081068018e-07,18.10813751451923,0.037696241335707245,0.09948069145235043,18.245314447307283
420,6.576233035121418e-07,18.10187718673535,0.03983097273089423,0.10385865646607911,18.245566815932325
440,6.88938698917482e-07,18.09436251609075,0.04204233735557564,0.10912869361246175,18.245533547058788
460,7.202540943228221e-07,18.088194869683207,0.04419092078272405,0.11339048008775338,18.245776270553684
480,7.515694897281621e-07,18.081098549072728,0.04644006420418031,0.11833152175861375,18.24587013503552
500,7.828848851335022e-07,18.073878236560187,0.048740331006221306,0.12354287449405729,18.246161442060465
520,8.142002805388423e-07,18.067198303537616,0.05104590720241433,0.12806505856995481,18.246309269309986
540,8.455156759441824e-07,18.058927010993912,0.05333696104310247,0.13411354107633006,18.246377513113345
560,8.768310713495225e-07,18.052192351490433,0.055685489380858495,0.13880013174199096,18.246677972613284
580,9.081464667548626e-07,18.04569260586016,0.058028255132976575,0.14315743307934042,18.24687829407248
600,9.394618621602027e-07,18.038160666244565,0.060348940835493435,0.14858094972741748,18.247090556807475
620,9.707772575655428e-07,18.030539301340475,0.06273420721490604,0.1540361726883142,18.247309681243696
640,1.0020926529708829e-06,18.023986104739897,0.06507887337251891,0.15846346705023073,18.247528445162644
660,1.033408048376223e-06,18.016197595465123,0.06740224061237762,0.16402999129094198,18.247629827368442
680,1.064723443781563e-06,18.008305601033687,0.06980755299084292,0.1698296400840029,18.247942794108532
700,1.096038839186903e-06,18.00209163071746,0.07204350906683,0.17397451496393546,18.248109654748223
720,1.1273542345922431e-06,17.99434865640239,0.07436720464844061,0.17967621621897092,18.248392077269802
740,1.1586696299975834e-06,17.986656759950378,0.07672301198753367,0.1853130490326504,18.24869282097056
760,1.1899850254029234e-06,17.979608733241243,0.07893229555255667,0.190442654197023,18.248983682990826
780,1.2213004208082635e-06,17.97266120873643,0.08124567789048794,0.19531697605859377,18.24922386268551
800,1.2526158162136036e-06,17.964940232482505,0.08365343740403461,0.20096197598831356,18.249555645874853
820,1.2839312116189436e-06,17.958051734327604,0.08605687146109943,0.20570929649098774,18.24981790227969
840,1.3152466070242837e-06,17.95024373955628,0.08857357519653318,0.21131763944780982,18.250134954200625
860,1.3465620024296238e-06,17.942094015480137,0.0911508810582727,0.2171952705955161,18.250440167133927
880,1.377877397834964e-06,17.935089372259682,0.09385496120538045,0.2218013335678959,18.25074566703296
900,1.409192793240304e-06,17.927106553024586,0.09657041780072168,0.22741576966023969,18.251092740485547
920,1.4405081886456442e-06,17.918940535908646,0.09946291541007425,0.23308421222061237,18.251487663539333
940,1.4718235840509842e-06,17.911323227064194,0.10242554235753204,0.23805971166261525,18.251808481084343
960,1.5031389794563243e-06,17.90305798093676,0.10532204596666789,0.24378206675137842,18.252162093654807
980,1.5344543748616643e-06,17.894711169829282,0.10824126247488802,0.2495897454786609,18.252542177782832
1000,1.5657697702670044e-06,17.886781784331532,0.1110783060256116,0.2549661383104466,18.25282622866759
1020,1.5970851656723445e-06,17.878867998447937,0.11390321387275495,0.2604661667665363,18.25323737908723
1040,1.6284005610776845e-06,17.87087866565463,0.11654216108601854,0.26626830220237263,18.253689128943023
1060,1.6597159564830248e-06,17.863084171993144,0.11919914358071,0.271724390510161,18.254007706084014
1080,1.6910313518883649e-06,17.85578440735626,0.12158557107554532,0.2771799689770039,18.25454994740881
1100,1.722346747293705e-06,17.847959872942617,0.12406232227371845,0.28290683163024183,18.25492902684658
1120,1.753662142699045e-06,17.840882477950228,0.12661128244947373,0.28782845836555254,18.255322218765254
1140,1.784977538104385e-06,17.83297592008425,0.129220420460066,0.29363487601738014,18.255831216561695
1160,1.8162929335097251e-06,17.825086687028016,0.131723635558783,0.29946161825704687,18.256271940843845
1180,1.8476083289150652e-06,17.817959062732534,0.13409602218834432,0.30446280841440365,18.256517893335282
1200,1.8789237243204055e-06,17.810300147834084,0.136458432303843,0.31025821783031654,18.257016797968245
1220,1.9102391197257455e-06,17.80264224149858,0.13874845404018155,0.3160737964210396,18.257464491959805
1240,1.9415545151310856e-06,17.795515952551806,0.1409594203823339,0.3213811792271592,18.2578565521613
1260,1.9728699105364256e-06,17.78804447906675,0.1433518222917482,0.327082568930906,18.2584788702894
1280,2.0041853059417657e-06,17.781152578839666,0.1455774602949745,0.33220522723281165,18.258935266367452
1300,2.0355007013471058e-06,17.77424142615844,0.14811277743370252,0.3369705081565425,18.259324711748686
1320,2.066816096752446e-06,17.76654574264009,0.1506282601870473,0.34265651585227813,18.25983051867942
1340,2.098131492157786e-06,17.759185259610188,0.15309739727433977,0.3480651727321751,18.260347829616702
1360,2.129446887563126e-06,17.752367279184277,0.15563395714211511,0.35270906465443785,18.26071030098083
1380,2.160762282968466e-06,17.74543732573511,0.15795784893075007,0.35774881512245604,18.261143989788316
1400,2.192077678373806e-06,17.738187922784427,0.16023913945769722,0.36311844924551817,18.261545511487643
1420,2.223393073779146e-06,17.73231705997097,0.16251727748960113,0.36717082195047035,18.262005159411043
1440,2.2547084691844862e-06,17.725691033221725,0.16448017573488294,0.3722404251908647,18.262411634147472
1460,2.2860238645898267e-06,17.719133234661776,0.1664970833327383,0.37721674462859484,18.26284706262311
1480,2.3173392599951668e-06,17.713349163015472,0.16835535255783884,0.38148839245520233,18.263192908028515
1500,2.348654655400507e-06,17.70696345111234,0.17022890360004123,0.38637247466865476,18.263564829381036
1520,2.379970050805847e-06,17.700537998798104,0.17223164810999209,0.39124080546400075,18.264010452372098
1540,2.411285446211187e-06,17.694891474783304,0.17415391030813154,0.3953433971607373,18.264388782252173
1560,2.442600841616527e-06,17.688596499441722,0.1761128490252943,0.4000170741845152,18.26472642265153
1580,2.473916237021867e-06,17.682443837565025,0.1779506663276345,0.404655997749434,18.265050501642094
1600,2.505231632427207e-06,17.67691409829076,0.17979930331135813,0.40866291080734696,18.265376312409465
1620,2.536547027832547e-06,17.671012542843016,0.18142621845375925,0.41322676977214134,18.265665531068915
1640,2.5678624232378873e-06,17.664941947295894,0.18333359533913826,0.4177925322462632,18.266068074881296
1660,2.5991778186432273e-06,17.659676203535327,0.18488512167255305,0.4217135562725878,18.26627488148047
1680,2.6304932140485674e-06,17.653648677951235,0.18670053357292235,0.4263587543495454,18.266707965873703
1700,2.6618086094539075e-06,17.64756580530656,0.18847879546058288,0.4310202084787421,18.267064809245884
1720,2.6931240048592475e-06,17.64235035895233,0.19018008863033453,0.43493098928557156,18.26746143686824
1740,2.7244394002645876e-06,17.636527823677877,0.19150915562893728,0.4395394991368915,18.267576478443708
1760,2.755754795669928e-06,17.630559318451944,0.19337251955396842,0.4440276489080559,18.267959486913966
1780,2.787070191075268e-06,17.625248978544683,0.19503738002778193,0.4478889212758732,18.268175279848336
1800,2.818385586480608e-06,17.61955503316641,0.19653109296184462,0.4524045573208374,18.26849068344909
1820,2.8497009818859483e-06,17.613627685794068,0.1978598706808602,0.4573731134618877,18.268860669936817
1840,2.8810163772912883e-06,17.608806931881986,0.19921825335898366,0.4613073357383478,18.269332520979315
1860,2.9123317726966284e-06,17.603337042020726,0.2003204477519483,0.4660252352457809,18.269682725018455
1880,2.9436471681019684e-06,17.597596010915833,0.20154310903691422,0.47091365545236363,18.270052775405112
1900,2.9749625635073085e-06,17.592615401639208,0.20288690989004415,0.4749603929642688,18.27046270449352
1920,3.0062779589126486e-06,17.58693721588402,0.20425012966117925,0.47967702271473467,18.270864368259936
1940,3.0375933543179886e-06,17.581302670241797,0.20541842172860655,0.48436317707849863,18.271084269048902
1960,3.0689087497233287e-06,17.576228335125464,0.2067264472544039,0.48838453413463584,18.271339316514503
1980,3.1002241451286688e-06,17.570196810608934,0.2082568373939967,0.493337418999429,18.271791067002358
2000,3.131539540534009e-06,17.56421087406623,0.20988322386662753,0.4980898041612794,18.272183902094135
2020,3.162854935939349e-06,17.558735420084105,0.21133407540581986,0.5024190673098727,18.272488562799797
2040,3.194170331344689e-06,17.552198814730342,0.21332409197757046,0.5073905903177129,18.272913497025623
2060,3.225485726750029e-06,17.545860981882804,0.2150060115443827,0.5123567288305806,18.273223722257768
2080,3.256801122155369e-06,17.540353276899697,0.21658325440901818,0.516508286891164,18.273444818199877
2100,3.2881165175607096e-06,17.533697734605905,0.21814163049232962,0.5217332429279659,18.2735726080262
2120,3.3194319129660496e-06,17.52723840405325,0.22013243971560148,0.5266160540721727,18.273986897841024
2140,3.3507473083713897e-06,17.521355537198346,0.2219744438466099,0.5308270731687129,18.274157054213667
2160,3.3820627037767297e-06,17.514688332136856,0.22364476590382967,0.5360932152022895,18.274426313242977
2180,3.41337809918207e-06,17.507890020966027,0.22530252330597023,0.54146116614742,18.274653710419418
2200,3.44469349458741e-06,17.501398069879507,0.22743754676031017,0.5462007221657181,18.275036338805535
2220,3.47600888999275e-06,17.493812764359394,0.22989906810513608,0.5516550086829664,18.2753668411475
2240,3.50732428539809e-06,17.48642849953127,0.23214078937796243,0.5570775017473772,18.27564679065661
2260,3.53863968080343e-06,17.479680154611366,0.23446151859353995,0.5617516400579837,18.27589331326289
2280,3.56995507620877e-06,17.472064267164143,0.2366212426461874,0.5673995833933345,18.276085093203665
2300,3.60127047161411e-06,17.464063949321194,0.2392158837654592,0.5732030827395159,18.27648291582617
2320,3.6325858670194502e-06,17.4567452375689,0.24193958646189728,0.5781802498022159,18.27686507383301
2340,3.6639012624247903e-06,17.449001843475166,0.2441495988135344,0.5840540475072035,18.277205489795904
2360,3.6952166578301304e-06,17.4408928265467,0.24673979356001732,0.5898355446180797,18.277468164724798
2380,3.7265320532354704e-06,17.432913044042067,0.24945621384840228,0.5953118606991664,18.277681118589634
2400,3.757847448640811e-06,17.42487150821647,0.2522226580631312,0.6010330407681368,18.27812720704774
2420,3.789162844046151e-06,17.41642221773884,0.2548716123600392,0.6072093449243233,18.278503175023204
2440,3.820478239451491e-06,17.408421090661086,0.25770723930177086,0.6127904739636747,18.27891880392653
2460,3.851793634856831e-06,17.39984406176019,0.26040992766362037,0.6190050096267139,18.279258999050526
2480,3.883109030262171e-06,17.39070591249113,0.26312732210913037,0.6258185340912955,18.279651768691554
2500,3.914424425667511e-06,17.38212931952942,0.2660036153655633,0.6317032644742816,18.279836199369264
2520,3.945739821072851e-06,17.37388595965857,0.26891489213744924,0.6375029527082315,18.28030380450425
2540,3.977055216478191e-06,17.36497784687157,0.2716429522320924,0.6440057460882421,18.280626545191907
2560,4.0083706118835314e-06,17.35698612906748,0.2743644805386318,0.6496185845864871,18.2809691941926
2580,4.0396860072888715e-06,17.348200024559155,0.27714071124812845,0.6560556112322595,18.281396347039543
2600,4.0710014026942115e-06,17.339204239189492,0.2801092311901008,0.662439022313495,18.281752492693087
2620,4.102316798099552e-06,17.330814284123896,0.28281157431018283,0.6684045802560089,18.28203043869009
2640,4.133632193504892e-06,17.322286906490348,0.2856867910708123,0.6744400279521625,18.282413725513322
2660,4.164947588910232e-06,17.313290898128585,0.288373818889968,0.6810409485176512,18.282705665536206
2680,4.196262984315572e-06,17.305378706408046,0.2910486209813671,0.6865717380587703,18.282999065448184
2700,4.227578379720912e-06,17.29628560793678,0.294111128421882,0.6930311264383233,18.283427862796987
2720,4.258893775126252e-06,17.287290570261646,0.2968363980770452,0.6996247028373418,18.28375167117603
2740,4.290209170531592e-06,17.27921036847792,0.2998080349174193,0.7051888489696562,18.284207252364993
2760,4.321524565936932e-06,17.26995939506608,0.302701810650046,0.7119253734525428,18.28458657916867
2780,4.352839961342272e-06,17.26035547431797,0.30582631095359825,0.7188935689059109,18.28507535417748
2800,4.384155356747612e-06,17.251750104534626,0.30869962146083296,0.7249420261268384,18.285391752122298
2820,4.415470752152952e-06,17.24241594471952,0.31154141405892205,0.7318468658916024,18.285804224670045
2840,4.446786147558292e-06,17.233077676352494,0.3143488994740102,0.7387956649456362,18.28622224077214
2860,4.478101542963632e-06,17.224369765813204,0.3178444734170192,0.7445288279651173,18.28674306719534
2880,4.5094169383689724e-06,17.21489662896434,0.32108700834012255,0.7512369744373448,18.287220611741805
2900,4.540732333774313e-06,17.205403783579285,0.3240720583223966,0.7581972923457089,18.28767313424739
2920,4.572047729179653e-06,17.196705074205244,0.32725241004516203,0.7641235067376089,18.288080990988014
2940,4.6033631245849935e-06,17.1868586416382,0.3304256641460363,0.7712192219024059,18.288503527686643
2960,4.6346785199903335e-06,17.17701221100812,0.333553986526713,0.7783990823644519,18.288965279899283
2980,4.665993915395674e-06,17.167967025062765,0.33687204336826043,0.7845582815999343,18.28939735003096
3000,4.697309310801014e-06,17.158658428456157,0.3392637627715268,0.7916638295812656,18.289586020808947
3020,4.728624706206354e-06,17.148728491846377,0.3425451057926919,0.7989519238038465,18.290225521442913
3040,4.759940101611694e-06,17.140143523717683,0.3453886087843105,0.8050540952712688,18.290586227773264
3060,4.791255497017034e-06,17.13039875473798,0.34852065728586035,0.8121407461674072,18.291060158191247
3080,4.822570892422374e-06,17.12043361211803,0.3515713057548186,0.8195207109909637,18.291525628863813
3100,4.853886287827714e-06,17.110584465950073,0.354935493639005,0.8265136848922101,18.292033644481286
3120,4.885201683233054e-06,17.100646124483834,0.3585687630645917,0.8332984684498366,18.292513355998263
3140,4.916517078638394e-06,17.089819843133228,0.36254641580132657,0.8406652472990164,18.293031506233568
