step,t_us,crack_tip_x_mm,n_crack_tips,crack_vel_mms,crack_vel_frac_cR,branched
20500,32.0983,22.914309,1,461229.21,0.5014,0
20520,32.1296,22.935208,1,667394.82,0.7255,0
20540,32.1609,22.949652,1,461229.21,0.5014,0
20560,32.1922,22.984995,1,1128624.03,1.2269,0
20580,32.2235,23.003433,1,588761.02,0.6400,0
20600,32.2549,23.024332,1,667394.82,0.7255,0
20620,32.2862,23.053219,1,922458.43,1.0028,0
20640,32.3175,23.063669,1,333697.41,0.3628,0
20660,32.3488,23.078113,1,461229.21,0.5014,0
20680,32.3801,23.099013,1,667394.82,0.7255,0
20700,32.4114,23.113456,1,461229.21,0.5014,0
20720,32.4427,23.138350,1,794926.62,0.8642,0
20740,32.4741,23.152793,1,461229.21,0.5014,0
20760,32.5054,23.177687,1,794926.62,0.8642,0
20780,32.5367,23.202580,1,794926.62,0.8642,0
20800,32.5680,23.217024,1,461229.21,0.5014,0
20820,32.5993,23.241917,1,794926.62,0.8642,0
20840,32.6306,23.252367,1,333697.41,0.3628,0
20860,32.6620,23.287710,1,1128624.03,1.2269,0
20880,32.6933,23.302154,1,461229.21,0.5014,0
20900,32.7246,23.316597,1,461229.21,0.5014,0
20920,32.7559,23.327047,1,333697.41,0.3628,0
20940,32.7872,23.341491,1,461229.21,0.5014,0
20960,32.8185,23.376834,1,1128624.03,1.2269,0
20980,32.8498,23.380828,1,127531.80,0.1386,0
21000,32.8812,23.401728,1,667394.82,0.7255,0
21020,32.9125,23.441065,1,1256155.84,1.3655,0
21040,32.9438,23.451514,1,333697.41,0.3628,0
21060,32.9751,23.476408,1,794926.62,0.8642,0
21080,33.0064,23.490851,1,461229.21,0.5014,0
21100,33.0377,23.505295,1,461229.21,0.5014,0
21120,33.0691,23.526195,1,667394.82,0.7255,0
21140,33.1004,23.551088,1,794926.62,0.8642,0
21160,33.1317,23.565532,1,461229.21,0.5014,0
21180,33.1630,23.604869,1,1256155.84,1.3655,0
